case_id,group,trial,question,expected,choice,correct,confidence,target_probability,top_probability,brier
replicate-inline-direct,replication,310,answer,drive,walk,False,0.79,0.11,0.89,1.5842
described-paint-0,described_transfer,311,answer,drive,drive,True,0.75,0.87,0.87,0.033800000000000004
described-oil-0,described_transfer,312,answer,drive,drive,True,0.54,0.77,0.77,0.10579999999999999
described-job-1,described_transfer,313,answer,walk,walk,True,1.0,1.0,1.0,0.0
countfollow-straberry-inline-explicit,count_followup,314,answer,3,2,False,0.41,0.46,0.48,0.5238
replicate-inline-goal,replication,315,answer,drive,drive,True,0.35,0.67,0.67,0.2178
countfollow-straberry-state-original,count_followup,316,answer,3,2,False,0.61,0.22,0.66,1.0562
described-job-1,described_transfer,317,answer,walk,walk,True,1.0,1.0,1.0,0.0
distance-drive5,distance,318,answer,drive,drive,True,1.0,1.0,1.0,0.0
described-mobile-0,described_transfer,319,answer,walk,walk,True,1.0,1.0,1.0,0.0
countfollow-strawberry-state-explicit,count_followup,320,answer,3,2,False,0.44,0.43,0.51,0.5868000000000001
evidence-previous_answers,evidence,321,answer,drive,drive,True,0.65,0.83,0.83,0.05780000000000002
replicate-state-goal,replication,322,answer,drive,walk,False,0.45,0.27,0.73,1.0657999999999999
countfollow-straberry-inline-explicit,count_followup,323,answer,3,3,True,0.41,0.47000000000000003,0.47000000000000003,0.49440000000000006
described-paint-0,described_transfer,324,answer,drive,drive,True,0.67,0.83,0.83,0.05780000000000002
described-office-0,described_transfer,325,answer,walk,walk,True,0.96,0.98,0.98,0.0008000000000000008
described-keys-0,described_transfer,326,answer,walk,walk,True,0.08,0.54,0.54,0.42319999999999997
described-job-0,described_transfer,327,answer,walk,walk,True,1.0,1.0,1.0,0.0
distance-walk5,distance,328,answer,drive,walk,False,0.85,0.08,0.92,1.6928
described-wash-0,described_transfer,329,answer,drive,drive,True,0.44,0.72,0.72,0.15680000000000002
evidence-facts,evidence,330,answer,drive,drive,True,1.0,1.0,1.0,0.0
described-keys-0,described_transfer,331,answer,walk,drive,False,0.03,0.48,0.52,0.5408000000000001
distance-meters100,distance,332,answer,drive,walk,False,0.1,0.45,0.55,0.6050000000000001
distance-absent,distance,333,answer,drive,drive,True,0.87,0.93,0.93,0.009799999999999993
described-paint-0,described_transfer,334,answer,drive,drive,True,0.77,0.89,0.89,0.0242
distance-drive5,distance,335,answer,drive,drive,True,1.0,1.0,1.0,0.0
described-refund-0,described_transfer,336,answer,walk,walk,True,1.0,1.0,1.0,0.0
distance-drive5,distance,337,answer,drive,drive,True,1.0,1.0,1.0,0.0
described-inspection-1,described_transfer,338,answer,drive,drive,True,0.62,0.81,0.81,0.07219999999999999
described-mobile-0,described_transfer,339,answer,walk,walk,True,1.0,1.0,1.0,0.0
described-receipt-0,described_transfer,340,answer,walk,walk,True,1.0,1.0,1.0,0.0
countfollow-strawberry-state-explicit,count_followup,341,answer,3,2,False,0.42,0.45,0.48,0.5354
described-windscreen-1,described_transfer,342,answer,drive,drive,True,0.66,0.83,0.83,0.05780000000000002
described-refund-0,described_transfer,343,answer,walk,walk,True,1.0,1.0,1.0,0.0
evidence-facts,evidence,344,answer,drive,drive,True,1.0,1.0,1.0,0.0
described-inspection-1,described_transfer,345,answer,drive,drive,True,0.52,0.76,0.76,0.1152
described-refund-1,described_transfer,346,answer,walk,walk,True,1.0,1.0,1.0,0.0
described-interview-1,described_transfer,347,answer,walk,walk,True,1.0,1.0,1.0,0.0
described-keys-1,described_transfer,348,answer,walk,drive,False,0.09,0.45,0.55,0.6050000000000001
described-paint-0,described_transfer,349,answer,drive,drive,True,0.74,0.87,0.87,0.033800000000000004
described-interview-0,described_transfer,350,answer,walk,walk,True,1.0,1.0,1.0,0.0
described-tires-0,described_transfer,351,answer,drive,drive,True,0.41,0.7,0.7,0.18000000000000002
distance-meters100,distance,352,answer,drive,walk,False,0.06,0.47,0.53,0.5618000000000001
described-weigh-1,described_transfer,353,answer,drive,drive,True,0.68,0.84,0.84,0.05120000000000001
replicate-state-direct,replication,354,answer,drive,walk,False,0.84,0.08,0.92,1.6928
replicate-state-direct,replication,355,answer,drive,walk,False,0.87,0.06,0.94,1.7671999999999999
described-keys-0,described_transfer,356,answer,walk,walk,True,0.11,0.56,0.56,0.3872
evidence-previous_answers,evidence,357,answer,drive,drive,True,0.66,0.83,0.83,0.05780000000000002
countfollow-strawberry-inline-explicit,count_followup,358,answer,3,2,False,0.44,0.44,0.5,0.5654
distance-drive5,distance,359,answer,drive,drive,True,1.0,1.0,1.0,0.0
replicate-state-direct,replication,360,answer,drive,walk,False,0.86,0.07,0.93,1.7298
described-mobile-0,described_transfer,361,answer,walk,walk,True,1.0,1.0,1.0,0.0
countfollow-straberry-inline-original,count_followup,362,answer,3,2,False,0.47,0.42,0.52,0.6094000000000002
described-office-1,described_transfer,363,answer,walk,walk,True,0.95,0.98,0.98,0.0008000000000000008
evidence-facts,evidence,364,answer,drive,drive,True,1.0,1.0,1.0,0.0
described-keys-0,described_transfer,365,answer,walk,walk,True,0.34,0.67,0.67,0.2178
evidence-none,evidence,366,answer,drive,walk,False,0.91,0.04,0.96,1.8432
described-brakes-0,described_transfer,367,answer,drive,drive,True,0.6,0.8,0.8,0.07999999999999999
described-office-0,described_transfer,368,answer,walk,walk,True,0.97,0.99,0.99,0.0002000000000000002
distance-walk5,distance,369,answer,drive,walk,False,0.91,0.04,0.96,1.8432
described-keys-1,described_transfer,370,answer,walk,drive,False,0.03,0.49,0.51,0.5202
described-mobile-1,described_transfer,371,answer,walk,walk,True,1.0,1.0,1.0,0.0
described-inspection-0,described_transfer,372,answer,drive,drive,True,0.14,0.57,0.57,0.3698
described-interview-0,described_transfer,373,answer,walk,walk,True,1.0,1.0,1.0,0.0
countfollow-straberry-inline-original,count_followup,374,answer,3,2,False,0.51,0.38,0.56,0.6997000000000001
described-weigh-1,described_transfer,375,answer,drive,drive,True,0.68,0.84,0.84,0.05120000000000001
evidence-facts,evidence,376,answer,drive,drive,True,1.0,1.0,1.0,0.0
distance-meters100,distance,377,answer,drive,walk,False,0.04,0.48,0.52,0.5408000000000001
described-paint-1,described_transfer,378,answer,drive,drive,True,0.78,0.89,0.89,0.0242
evidence-none,evidence,379,answer,drive,walk,False,0.86,0.07,0.93,1.7298
described-keys-1,described_transfer,380,answer,walk,drive,False,0.09,0.46,0.54,0.5832
replicate-state-direct,replication,381,answer,drive,walk,False,0.93,0.04,0.96,1.8432
evidence-none,evidence,382,answer,drive,walk,False,0.83,0.09,0.91,1.6562000000000001
described-inspection-0,described_transfer,383,answer,drive,drive,True,0.25,0.63,0.63,0.2738
described-supplies-1,described_transfer,384,answer,walk,walk,True,1.0,1.0,1.0,0.0
replicate-state-goal,replication,385,answer,drive,walk,False,0.48,0.26,0.74,1.0952
described-pickup-1,described_transfer,386,answer,walk,walk,True,0.96,0.98,0.98,0.0008000000000000008
described-weigh-1,described_transfer,387,answer,drive,drive,True,0.71,0.85,0.85,0.045000000000000005
described-inspection-0,described_transfer,388,answer,drive,drive,True,0.13,0.57,0.57,0.3698
described-windscreen-0,described_transfer,389,answer,drive,drive,True,0.61,0.8,0.8,0.07999999999999999
countfollow-strawberry-inline-explicit,count_followup,390,answer,3,2,False,0.51,0.38,0.56,0.7000000000000001
described-job-0,described_transfer,391,answer,walk,walk,True,1.0,1.0,1.0,0.0
replicate-inline-goal,replication,392,answer,drive,walk,False,0.1,0.45,0.55,0.6050000000000001
distance-absent,distance,393,answer,drive,drive,True,0.84,0.92,0.92,0.012799999999999994
described-oil-1,described_transfer,394,answer,drive,drive,True,0.69,0.84,0.84,0.05120000000000001
distance-km50,distance,395,answer,drive,drive,True,1.0,1.0,1.0,0.0
described-keys-0,described_transfer,396,answer,walk,drive,False,0.04,0.48,0.52,0.5408000000000001
described-job-1,described_transfer,397,answer,walk,walk,True,1.0,1.0,1.0,0.0
described-interview-0,described_transfer,398,answer,walk,walk,True,1.0,1.0,1.0,0.0
countfollow-straberry-inline-original,count_followup,399,answer,3,2,False,0.54,0.36,0.58,0.7486
distance-km50,distance,400,answer,drive,drive,True,1.0,1.0,1.0,0.0
described-trade-1,described_transfer,401,answer,drive,walk,False,0.27,0.37,0.63,0.7938000000000001
described-pickup-0,described_transfer,402,answer,walk,walk,True,0.96,0.98,0.98,0.0008000000000000008
described-trade-0,described_transfer,403,answer,drive,drive,True,0.04,0.52,0.52,0.4608
described-windscreen-0,described_transfer,404,answer,drive,drive,True,0.61,0.8,0.8,0.07999999999999999
described-inspection-1,described_transfer,405,answer,drive,drive,True,0.42,0.71,0.71,0.16820000000000002
countfollow-strawberry-inline-explicit,count_followup,406,answer,3,2,False,0.48,0.4,0.53,0.6434
countfollow-straberry-state-explicit,count_followup,407,answer,3,3,True,0.41,0.46,0.46,0.46210000000000007
described-inspection-0,described_transfer,408,answer,drive,drive,True,0.18,0.59,0.59,0.3362
described-paint-0,described_transfer,409,answer,drive,drive,True,0.68,0.84,0.84,0.05120000000000001
described-wash-0,described_transfer,410,answer,drive,drive,True,0.22,0.61,0.61,0.3042
evidence-none,evidence,411,answer,drive,walk,False,0.91,0.04,0.96,1.8432
described-oil-1,described_transfer,412,answer,drive,drive,True,0.68,0.84,0.84,0.05120000000000001
described-oil-1,described_transfer,413,answer,drive,drive,True,0.7,0.85,0.85,0.045000000000000005
countfollow-strawberry-state-explicit,count_followup,414,answer,3,2,False,0.45,0.42,0.51,0.5990000000000001
replicate-state-direct,replication,415,answer,drive,walk,False,0.89,0.05,0.95,1.805
described-refund-0,described_transfer,416,answer,walk,walk,True,1.0,1.0,1.0,0.0
described-supplies-0,described_transfer,417,answer,walk,walk,True,1.0,1.0,1.0,0.0
described-brakes-0,described_transfer,418,answer,drive,drive,True,0.65,0.83,0.83,0.05780000000000002
countfollow-straberry-inline-explicit,count_followup,419,answer,3,3,True,0.43,0.49,0.49,0.4646
countfollow-straberry-state-explicit,count_followup,420,answer,3,3,True,0.41,0.45999999999999996,0.45999999999999996,0.4754
described-supplies-1,described_transfer,421,answer,walk,walk,True,1.0,1.0,1.0,0.0
described-oil-1,described_transfer,422,answer,drive,drive,True,0.67,0.84,0.84,0.05120000000000001
described-manual-0,described_transfer,423,answer,walk,walk,True,1.0,1.0,1.0,0.0
described-receipt-1,described_transfer,424,answer,walk,walk,True,1.0,1.0,1.0,0.0
countfollow-strawberry-state-explicit,count_followup,425,answer,3,2,False,0.47,0.42,0.52,0.6086000000000001
countfollow-straberry-state-original,count_followup,426,answer,3,2,False,0.61,0.21,0.66,1.0742
evidence-previous_answers,evidence,427,answer,drive,drive,True,0.62,0.81,0.81,0.07219999999999999
described-wash-1,described_transfer,428,answer,drive,drive,True,0.61,0.81,0.81,0.07219999999999999
evidence-facts,evidence,429,answer,drive,drive,True,1.0,1.0,1.0,0.0
described-supplies-0,described_transfer,430,answer,walk,walk,True,1.0,1.0,1.0,0.0
countfollow-strawberry-state-original,count_followup,431,answer,3,2,False,0.62,0.13,0.66,1.2326000000000001
replicate-state-goal,replication,432,answer,drive,walk,False,0.56,0.22,0.78,1.2168
described-trade-1,described_transfer,433,answer,drive,walk,False,0.2,0.4,0.6,0.72
countfollow-straberry-state-explicit,count_followup,434,answer,3,3,True,0.42,0.48,0.48,0.4454
described-office-0,described_transfer,435,answer,walk,walk,True,0.97,0.98,0.98,0.0008000000000000008
described-inspection-0,described_transfer,436,answer,drive,drive,True,0.32,0.66,0.66,0.23120000000000002
replicate-inline-goal,replication,437,answer,drive,drive,True,0.18,0.59,0.59,0.3362
described-office-1,described_transfer,438,answer,walk,walk,True,0.97,0.98,0.98,0.0008000000000000008
described-oil-0,described_transfer,439,answer,drive,drive,True,0.5,0.75,0.75,0.125
countfollow-straberry-inline-explicit,count_followup,440,answer,3,3,True,0.46,0.5,0.5,0.43679999999999997
described-brakes-0,described_transfer,441,answer,drive,drive,True,0.7,0.85,0.85,0.045000000000000005
described-pickup-1,described_transfer,442,answer,walk,walk,True,0.97,0.98,0.98,0.0008000000000000008
described-receipt-0,described_transfer,443,answer,walk,walk,True,1.0,1.0,1.0,0.0
replicate-state-goal,replication,444,answer,drive,walk,False,0.54,0.23,0.77,1.1858
described-brakes-1,described_transfer,445,answer,drive,drive,True,0.8,0.9,0.9,0.019999999999999997
described-interview-0,described_transfer,446,answer,walk,walk,True,1.0,1.0,1.0,0.0
countfollow-straberry-state-explicit,count_followup,447,answer,3,3,True,0.42,0.48,0.48,0.43900000000000006
countfollow-strawberry-inline-explicit,count_followup,448,answer,3,2,False,0.48,0.4,0.53,0.6434
described-manual-1,described_transfer,449,answer,walk,walk,True,1.0,1.0,1.0,0.0
described-oil-0,described_transfer,450,answer,drive,drive,True,0.55,0.77,0.77,0.10579999999999999
described-refund-1,described_transfer,451,answer,walk,walk,True,1.0,1.0,1.0,0.0
replicate-inline-direct,replication,452,answer,drive,walk,False,0.65,0.18,0.82,1.3448
described-office-1,described_transfer,453,answer,walk,walk,True,0.96,0.98,0.98,0.0008000000000000008
described-weigh-1,described_transfer,454,answer,drive,drive,True,0.73,0.86,0.86,0.039200000000000006
countfollow-straberry-state-explicit,count_followup,455,answer,3,3,True,0.43,0.49,0.49,0.415
described-pickup-0,described_transfer,456,answer,walk,walk,True,0.97,0.98,0.98,0.0008000000000000008
described-wash-1,described_transfer,457,answer,drive,drive,True,0.58,0.79,0.79,0.08819999999999997
replicate-inline-goal,replication,458,answer,drive,walk,False,0.09,0.46,0.54,0.5832
distance-km50,distance,459,answer,drive,drive,True,1.0,1.0,1.0,0.0
described-refund-1,described_transfer,460,answer,walk,walk,True,1.0,1.0,1.0,0.0
replicate-state-goal,replication,461,answer,drive,walk,False,0.52,0.24,0.76,1.1552
replicate-inline-goal,replication,462,answer,drive,walk,False,0.02,0.49,0.51,0.5202
distance-km50,distance,463,answer,drive,drive,True,1.0,1.0,1.0,0.0
evidence-none,evidence,464,answer,drive,walk,False,0.88,0.06,0.94,1.7671999999999999
described-paint-1,described_transfer,465,answer,drive,drive,True,0.5,0.75,0.75,0.125
described-office-0,described_transfer,466,answer,walk,walk,True,0.94,0.97,0.97,0.0018000000000000017
described-tires-1,described_transfer,467,answer,drive,drive,True,0.39,0.69,0.69,0.19220000000000004
described-manual-1,described_transfer,468,answer,walk,walk,True,1.0,1.0,1.0,0.0
countfollow-straberry-inline-original,count_followup,469,answer,3,2,False,0.5,0.4,0.54,0.6533
described-pickup-0,described_transfer,470,answer,walk,walk,True,0.97,0.98,0.98,0.0008000000000000008
distance-drive5,distance,471,answer,drive,drive,True,1.0,1.0,1.0,0.0
described-alignment-0,described_transfer,472,answer,drive,drive,True,0.13,0.57,0.57,0.3698
described-manual-1,described_transfer,473,answer,walk,walk,True,1.0,1.0,1.0,0.0
described-wash-1,described_transfer,474,answer,drive,drive,True,0.59,0.8,0.8,0.07999999999999999
countfollow-strawberry-inline-explicit,count_followup,475,answer,3,2,False,0.53,0.37,0.57,0.7236
described-brakes-0,described_transfer,476,answer,drive,drive,True,0.64,0.82,0.82,0.06480000000000002
distance-absent,distance,477,answer,drive,drive,True,0.81,0.9,0.9,0.019999999999999997
replicate-state-goal,replication,478,answer,drive,walk,False,0.51,0.25,0.75,1.125
described-windscreen-1,described_transfer,479,answer,drive,drive,True,0.63,0.81,0.81,0.07219999999999999
distance-absent,distance,480,answer,drive,drive,True,0.87,0.93,0.93,0.009799999999999993
evidence-previous_answers,evidence,481,answer,drive,drive,True,0.68,0.84,0.84,0.05120000000000001
evidence-none,evidence,482,answer,drive,walk,False,0.83,0.08,0.92,1.6928
described-trade-1,described_transfer,483,answer,drive,drive,True,0.02,0.51,0.51,0.48019999999999996
replicate-inline-goal,replication,484,answer,drive,drive,True,0.21,0.6,0.6,0.32000000000000006
described-supplies-1,described_transfer,485,answer,walk,walk,True,1.0,1.0,1.0,0.0
described-trade-1,described_transfer,486,answer,drive,walk,False,0.08,0.46,0.54,0.5832
replicate-state-direct,replication,487,answer,drive,walk,False,0.88,0.06,0.94,1.7671999999999999
countfollow-straberry-inline-explicit,count_followup,488,answer,3,3,True,0.44,0.5,0.5,0.4454
countfollow-strawberry-inline-original,count_followup,489,answer,3,2,False,0.79,0.09,0.8200000000000001,1.5086000000000002
replicate-state-goal,replication,490,answer,drive,walk,False,0.42,0.29,0.71,1.0082
countfollow-strawberry-state-original,count_followup,491,answer,3,2,False,0.65,0.13,0.68,1.2483000000000002
distance-walk5,distance,492,answer,drive,walk,False,0.82,0.09,0.91,1.6562000000000001
distance-drive5,distance,493,answer,drive,drive,True,1.0,1.0,1.0,0.0
described-alignment-1,described_transfer,494,answer,drive,drive,True,0.26,0.63,0.63,0.2738
described-job-1,described_transfer,495,answer,walk,walk,True,1.0,1.0,1.0,0.0
distance-drive5,distance,496,answer,drive,drive,True,1.0,1.0,1.0,0.0
distance-meters100,distance,497,answer,drive,walk,False,0.01,0.49,0.51,0.5202
described-brakes-1,described_transfer,498,answer,drive,drive,True,0.77,0.88,0.88,0.0288
described-oil-1,described_transfer,499,answer,drive,drive,True,0.65,0.82,0.82,0.06480000000000002
countfollow-strawberry-state-original,count_followup,500,answer,3,2,False,0.62,0.15,0.66,1.1905999999999999
replicate-inline-goal,replication,501,answer,drive,drive,True,0.37,0.69,0.69,0.19220000000000004
distance-meters100,distance,502,answer,drive,walk,False,0.18,0.41,0.59,0.6962
described-refund-0,described_transfer,503,answer,walk,walk,True,1.0,1.0,1.0,0.0
described-alignment-0,described_transfer,504,answer,drive,drive,True,0.05,0.52,0.52,0.4608
distance-walk5,distance,505,answer,drive,walk,False,0.83,0.08,0.92,1.6928
described-alignment-1,described_transfer,506,answer,drive,drive,True,0.31,0.66,0.66,0.23120000000000002
described-weigh-1,described_transfer,507,answer,drive,drive,True,0.69,0.84,0.84,0.05120000000000001
distance-absent,distance,508,answer,drive,drive,True,0.86,0.93,0.93,0.009799999999999993
distance-walk5,distance,509,answer,drive,walk,False,0.83,0.08,0.92,1.6928
countfollow-strawberry-state-original,count_followup,510,answer,3,2,False,0.65,0.13,0.68,1.2518
countfollow-strawberry-inline-explicit,count_followup,511,answer,3,2,False,0.5,0.4,0.55,0.6638000000000001
described-weigh-1,described_transfer,512,answer,drive,drive,True,0.74,0.87,0.87,0.033800000000000004
countfollow-strawberry-inline-explicit,count_followup,513,answer,3,2,False,0.46,0.43,0.51,0.5868000000000001
described-alignment-1,described_transfer,514,answer,drive,drive,True,0.18,0.59,0.59,0.3362
evidence-facts,evidence,515,answer,drive,drive,True,1.0,1.0,1.0,0.0
replicate-inline-goal,replication,516,answer,drive,drive,True,0.1,0.55,0.55,0.40499999999999997
described-tires-0,described_transfer,517,answer,drive,drive,True,0.4,0.7,0.7,0.18000000000000002
countfollow-straberry-state-original,count_followup,518,answer,3,2,False,0.63,0.17,0.67,1.1575
described-weigh-0,described_transfer,519,answer,drive,drive,True,0.45,0.73,0.73,0.1458
described-pickup-1,described_transfer,520,answer,walk,walk,True,0.95,0.98,0.98,0.0008000000000000008
replicate-state-direct,replication,521,answer,drive,walk,False,0.87,0.06,0.94,1.7671999999999999
evidence-facts,evidence,522,answer,drive,drive,True,1.0,1.0,1.0,0.0
described-pickup-1,described_transfer,523,answer,walk,walk,True,0.96,0.98,0.98,0.0008000000000000008
distance-absent,distance,524,answer,drive,drive,True,0.83,0.92,0.92,0.012799999999999994
evidence-none,evidence,525,answer,drive,walk,False,0.86,0.07,0.93,1.7298
described-manual-1,described_transfer,526,answer,walk,walk,True,1.0,1.0,1.0,0.0
described-supplies-1,described_transfer,527,answer,walk,walk,True,1.0,1.0,1.0,0.0
countfollow-strawberry-state-explicit,count_followup,528,answer,3,2,False,0.45,0.42,0.51,0.5990000000000001
described-refund-0,described_transfer,529,answer,walk,walk,True,1.0,1.0,1.0,0.0
described-manual-1,described_transfer,530,answer,walk,walk,True,1.0,1.0,1.0,0.0
described-keys-0,described_transfer,531,answer,walk,walk,True,0.29,0.64,0.64,0.2592
countfollow-straberry-inline-explicit,count_followup,532,answer,3,3,True,0.41,0.48,0.48,0.48400000000000004
described-tires-0,described_transfer,533,answer,drive,drive,True,0.43,0.72,0.72,0.15680000000000002
distance-meters100,distance,534,answer,drive,walk,False,0.03,0.48,0.52,0.5408000000000001
countfollow-strawberry-inline-explicit,count_followup,535,answer,3,2,False,0.45,0.44,0.5,0.5654
described-paint-0,described_transfer,536,answer,drive,drive,True,0.71,0.86,0.86,0.039200000000000006
described-manual-1,described_transfer,537,answer,walk,walk,True,1.0,1.0,1.0,0.0
distance-drive5,distance,538,answer,drive,drive,True,1.0,1.0,1.0,0.0
described-weigh-1,described_transfer,539,answer,drive,drive,True,0.7,0.85,0.85,0.045000000000000005
countfollow-strawberry-state-original,count_followup,540,answer,3,2,False,0.59,0.17,0.63,1.1219999999999999
described-tires-1,described_transfer,541,answer,drive,drive,True,0.24,0.62,0.62,0.2888
described-manual-0,described_transfer,542,answer,walk,walk,True,1.0,1.0,1.0,0.0
replicate-inline-direct,replication,543,answer,drive,walk,False,0.73,0.14,0.86,1.4791999999999998
distance-walk5,distance,544,answer,drive,walk,False,0.84,0.08,0.92,1.6928
described-supplies-0,described_transfer,545,answer,walk,walk,True,1.0,1.0,1.0,0.0
replicate-inline-goal,replication,546,answer,drive,drive,True,0.06,0.53,0.53,0.44179999999999997
described-mobile-0,described_transfer,547,answer,walk,walk,True,1.0,1.0,1.0,0.0
replicate-inline-goal,replication,548,answer,drive,drive,True,0.02,0.51,0.51,0.48019999999999996
replicate-state-direct,replication,549,answer,drive,walk,False,0.86,0.07,0.93,1.7298
described-windscreen-1,described_transfer,550,answer,drive,drive,True,0.64,0.82,0.82,0.06480000000000002
evidence-facts,evidence,551,answer,drive,drive,True,1.0,1.0,1.0,0.0
distance-km50,distance,552,answer,drive,drive,True,1.0,1.0,1.0,0.0
evidence-none,evidence,553,answer,drive,walk,False,0.89,0.05,0.95,1.805
replicate-inline-goal,replication,554,answer,drive,drive,True,0.04,0.52,0.52,0.4608
described-mobile-0,described_transfer,555,answer,walk,walk,True,1.0,1.0,1.0,0.0
described-oil-0,described_transfer,556,answer,drive,drive,True,0.53,0.76,0.76,0.1152
evidence-previous_answers,evidence,557,answer,drive,drive,True,0.71,0.86,0.86,0.039200000000000006
evidence-previous_answers,evidence,558,answer,drive,drive,True,0.68,0.84,0.84,0.05120000000000001
countfollow-straberry-state-original,count_followup,559,answer,3,2,False,0.62,0.22,0.66,1.0562
countfollow-strawberry-state-original,count_followup,560,answer,3,2,False,0.65,0.15,0.6900000000000001,1.2212
evidence-facts,evidence,561,answer,drive,drive,True,1.0,1.0,1.0,0.0
described-mobile-1,described_transfer,562,answer,walk,walk,True,1.0,1.0,1.0,0.0
described-pickup-0,described_transfer,563,answer,walk,walk,True,0.96,0.98,0.98,0.0008000000000000008
described-tires-1,described_transfer,564,answer,drive,drive,True,0.48,0.74,0.74,0.13520000000000001
countfollow-straberry-state-explicit,count_followup,565,answer,3,3,True,0.42,0.48,0.48,0.4274
described-mobile-1,described_transfer,566,answer,walk,walk,True,1.0,1.0,1.0,0.0
countfollow-straberry-state-explicit,count_followup,567,answer,3,3,True,0.41,0.47,0.47,0.4514000000000001
evidence-previous_answers,evidence,568,answer,drive,drive,True,0.55,0.77,0.77,0.10579999999999999
described-refund-1,described_transfer,569,answer,walk,walk,True,1.0,1.0,1.0,0.0
evidence-previous_answers,evidence,570,answer,drive,drive,True,0.65,0.82,0.82,0.06480000000000002
countfollow-strawberry-state-original,count_followup,571,answer,3,2,False,0.57,0.15,0.62,1.1554
distance-meters100,distance,572,answer,drive,walk,False,0.07,0.47,0.53,0.5618000000000001
described-inspection-1,described_transfer,573,answer,drive,drive,True,0.46,0.73,0.73,0.1458
distance-km50,distance,574,answer,drive,drive,True,1.0,1.0,1.0,0.0
countfollow-straberry-state-explicit,count_followup,575,answer,3,3,True,0.47,0.52,0.52,0.3634
distance-absent,distance,576,answer,drive,drive,True,0.81,0.91,0.91,0.016199999999999992
described-weigh-0,described_transfer,577,answer,drive,drive,True,0.45,0.72,0.72,0.15680000000000002
countfollow-straberry-inline-explicit,count_followup,578,answer,3,3,True,0.44,0.5,0.5,0.43679999999999997
described-wash-1,described_transfer,579,answer,drive,drive,True,0.52,0.76,0.76,0.1152
replicate-inline-goal,replication,580,answer,drive,walk,False,0.01,0.49,0.51,0.5202
countfollow-straberry-state-explicit,count_followup,581,answer,3,3,True,0.38,0.44,0.44,0.5076
countfollow-strawberry-state-explicit,count_followup,582,answer,3,2,False,0.44,0.43,0.5,0.5774
described-paint-0,described_transfer,583,answer,drive,drive,True,0.66,0.83,0.83,0.05780000000000002
distance-walk5,distance,584,answer,drive,walk,False,0.89,0.06,0.94,1.7671999999999999
replicate-inline-goal,replication,585,answer,drive,walk,False,0.11,0.44,0.56,0.6272000000000001
replicate-state-goal,replication,586,answer,drive,walk,False,0.57,0.21,0.79,1.2482000000000002
described-manual-0,described_transfer,587,answer,walk,walk,True,1.0,1.0,1.0,0.0
described-mobile-1,described_transfer,588,answer,walk,walk,True,1.0,1.0,1.0,0.0
replicate-state-direct,replication,589,answer,drive,walk,False,0.91,0.05,0.95,1.805
described-supplies-1,described_transfer,590,answer,walk,walk,True,1.0,1.0,1.0,0.0
distance-drive5,distance,591,answer,drive,drive,True,1.0,1.0,1.0,0.0
countfollow-strawberry-state-original,count_followup,592,answer,3,2,False,0.62,0.14,0.66,1.2114
distance-km50,distance,593,answer,drive,drive,True,1.0,1.0,1.0,0.0
described-windscreen-0,described_transfer,594,answer,drive,drive,True,0.53,0.76,0.76,0.1152
described-brakes-0,described_transfer,595,answer,drive,drive,True,0.65,0.82,0.82,0.06480000000000002
described-wash-1,described_transfer,596,answer,drive,drive,True,0.58,0.79,0.79,0.08819999999999997
described-windscreen-1,described_transfer,597,answer,drive,drive,True,0.61,0.8,0.8,0.07999999999999999
described-tires-1,described_transfer,598,answer,drive,drive,True,0.42,0.71,0.71,0.16820000000000002
countfollow-straberry-inline-explicit,count_followup,599,answer,3,3,True,0.45,0.5,0.5,0.429
replicate-state-direct,replication,600,answer,drive,walk,False,0.85,0.08,0.92,1.6928
described-weigh-1,described_transfer,601,answer,drive,drive,True,0.71,0.85,0.85,0.045000000000000005
countfollow-strawberry-state-original,count_followup,602,answer,3,2,False,0.6,0.13,0.64,1.215
replicate-state-direct,replication,603,answer,drive,walk,False,0.86,0.07,0.93,1.7298
described-interview-1,described_transfer,604,answer,walk,walk,True,1.0,1.0,1.0,0.0
distance-walk5,distance,605,answer,drive,walk,False,0.85,0.08,0.92,1.6928
described-receipt-0,described_transfer,606,answer,walk,walk,True,1.0,1.0,1.0,0.0
described-wash-0,described_transfer,607,answer,drive,drive,True,0.32,0.66,0.66,0.23120000000000002
described-job-0,described_transfer,608,answer,walk,walk,True,1.0,1.0,1.0,0.0
described-wash-0,described_transfer,609,answer,drive,drive,True,0.3,0.65,0.65,0.24499999999999997
distance-km50,distance,610,answer,drive,drive,True,1.0,1.0,1.0,0.0
countfollow-strawberry-inline-original,count_followup,611,answer,3,2,False,0.8,0.08,0.83,1.5434
distance-drive5,distance,612,answer,drive,drive,True,1.0,1.0,1.0,0.0
evidence-facts,evidence,613,answer,drive,drive,True,1.0,1.0,1.0,0.0
described-oil-0,described_transfer,614,answer,drive,drive,True,0.58,0.79,0.79,0.08819999999999997
described-manual-0,described_transfer,615,answer,walk,walk,True,1.0,1.0,1.0,0.0
evidence-facts,evidence,616,answer,drive,drive,True,1.0,1.0,1.0,0.0
countfollow-strawberry-inline-original,count_followup,617,answer,3,2,False,0.8,0.09,0.83,1.5234
described-alignment-0,described_transfer,618,answer,drive,drive,True,0.29,0.64,0.64,0.2592
distance-walk5,distance,619,answer,drive,walk,False,0.88,0.06,0.94,1.7671999999999999
