trial,case_id,family,mode,expected,choice,correct,score_eligible,confidence,input_tokens,output_tokens
310,conditional_truth-0-3-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
311,exact_count-10-False-plain,exact_count,plain,7,7,True,True,0.99,415,80
312,multistep_math-3-True-explicit,multistep_math,explicit,280,242,False,True,0.55,428,54
313,conditional_truth-2-4-plain,conditional_truth,plain,no,no,True,True,0.99,394,42
314,multistep_math-3-True-plain,multistep_math,plain,280,242,False,True,0.63,403,54
315,conditional_truth-1-5-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
316,conditional_truth-5-5-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
317,conditional_truth-1-1-explicit,conditional_truth,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,419,46
318,exact_count-1-False-reversed,exact_count,reversed,2,2,True,True,0.81,412,80
319,conditional_truth-7-3-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
320,conditional_truth-5-7-plain,conditional_truth,plain,yes,yes,True,True,0.99,393,42
321,conditional_truth-5-4-plain,conditional_truth,plain,no,no,True,True,0.99,394,42
322,conditional_truth-5-6-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,393,46
323,conditional_truth-7-4-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
324,conditional_truth-5-5-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
325,multistep_math-0-False-reversed,multistep_math,reversed,21,21,True,True,0.83,365,49
326,conditional_truth-7-4-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
327,exact_count-2-False-explicit,exact_count,explicit,3,2,False,True,0.84,437,80
328,conditional_truth-0-3-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
329,conditional_truth-4-1-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,394,46
330,conditional_truth-1-4-plain,conditional_truth,plain,no,no,True,True,0.99,394,42
331,conditional_truth-2-4-plain,conditional_truth,plain,no,no,True,True,0.99,394,42
332,long_tracking-32-0-reversed,long_tracking,reversed,kitchen,kitchen,True,True,1.0,825,48
333,conditional_truth-4-3-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
334,multistep_math-2-False-plain,multistep_math,plain,97,97,True,True,0.61,371,51
335,exact_count-8-True-reversed,exact_count,reversed,4,3,False,True,0.39,416,80
336,exact_count-10-False-reversed,exact_count,reversed,7,7,True,True,0.96,415,80
337,conditional_truth-7-5-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
338,conditional_truth-2-2-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
339,multistep_math-4-True-plain,multistep_math,plain,640,640,True,True,0.61,401,53
340,exact_count-1-False-plain,exact_count,plain,2,2,True,True,0.89,412,80
341,long_tracking-12-0-explicit,long_tracking,explicit,kitchen,kitchen,True,True,1.0,544,48
342,long_tracking-32-1-plain,long_tracking,plain,hall,hall,True,True,1.0,825,47
343,conditional_truth-7-3-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
344,exact_count-6-False-reversed,exact_count,reversed,4,5,False,True,0.52,413,80
345,conditional_truth-3-0-reversed,conditional_truth,reversed,no,no,True,True,1.0,394,42
346,conditional_truth-7-6-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,393,46
347,multistep_math-4-True-plain,multistep_math,plain,640,640,True,True,0.67,401,53
348,multistep_math-2-False-reversed,multistep_math,reversed,97,97,True,True,0.48,371,51
349,multistep_math-2-True-reversed,multistep_math,reversed,97,85,False,True,0.45,397,51
350,conditional_truth-5-7-explicit,conditional_truth,explicit,yes,yes,True,True,0.99,418,42
351,conditional_truth-1-4-reversed,conditional_truth,reversed,no,no,True,True,0.99,394,42
352,conditional_truth-5-6-explicit,conditional_truth,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,418,46
353,exact_count-5-True-reversed,exact_count,reversed,4,4,True,True,0.47,423,80
354,conditional_truth-2-5-reversed,conditional_truth,reversed,no,no,True,True,1.0,394,42
355,conditional_truth-6-2-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,420,42
356,conditional_truth-3-1-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,394,46
357,exact_count-5-False-reversed,exact_count,reversed,4,3,False,True,0.57,412,80
358,exact_count-1-True-explicit,exact_count,explicit,2,2,True,True,0.93,441,80
359,conditional_truth-3-2-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
360,conditional_truth-3-7-plain,conditional_truth,plain,yes,yes,True,True,0.99,393,42
361,conditional_truth-1-0-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
362,conditional_truth-2-0-reversed,conditional_truth,reversed,no,no,True,True,1.0,394,42
363,conditional_truth-3-4-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
364,conditional_truth-1-0-reversed,conditional_truth,reversed,no,no,True,True,1.0,394,42
365,exact_count-6-True-explicit,exact_count,explicit,4,5,False,True,0.8,441,80
366,conditional_truth-7-0-reversed,conditional_truth,reversed,no,no,True,True,1.0,394,42
367,conditional_truth-2-2-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
368,conditional_truth-7-5-reversed,conditional_truth,reversed,no,no,True,True,1.0,394,42
369,conditional_truth-1-5-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
370,conditional_truth-1-0-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
371,conditional_truth-3-7-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
372,exact_count-7-True-explicit,exact_count,explicit,3,4,False,True,0.51,443,80
373,multistep_math-1-False-explicit,multistep_math,explicit,37,37,True,True,0.81,390,49
374,exact_count-6-False-explicit,exact_count,explicit,4,4,True,True,0.41,438,80
375,exact_count-5-True-reversed,exact_count,reversed,4,4,True,True,0.42,423,80
376,exact_count-10-False-reversed,exact_count,reversed,7,7,True,True,0.97,415,80
377,exact_count-4-True-plain,exact_count,plain,3,3,True,True,0.56,420,80
378,multistep_math-5-True-explicit,multistep_math,explicit,2741,2741,True,True,0.45,440,60
379,multistep_math-3-True-reversed,multistep_math,reversed,280,242,False,True,0.77,403,54
380,exact_count-9-False-plain,exact_count,plain,4,4,True,True,0.96,415,80
381,conditional_truth-7-7-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
382,conditional_truth-7-1-reversed,conditional_truth,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,394,46
383,exact_count-4-True-explicit,exact_count,explicit,3,3,True,True,0.49,445,80
384,multistep_math-4-True-explicit,multistep_math,explicit,640,640,True,True,0.34,426,53
385,exact_count-3-True-reversed,exact_count,reversed,3,4,False,True,0.39,416,80
386,exact_count-0-False-plain,exact_count,plain,1,2,False,True,0.84,412,80
387,exact_count-7-True-plain,exact_count,plain,3,4,False,True,0.48,418,80
388,conditional_truth-0-7-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
389,conditional_truth-2-3-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
390,conditional_truth-3-2-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
391,multistep_math-5-True-plain,multistep_math,plain,2741,2741,True,True,0.57,415,60
392,conditional_truth-6-5-explicit,conditional_truth,explicit,no,no,True,True,1.0,425,42
393,conditional_truth-4-7-plain,conditional_truth,plain,yes,yes,True,True,0.99,393,42
394,conditional_truth-1-4-explicit,conditional_truth,explicit,no,no,True,True,0.99,419,42
395,exact_count-6-False-reversed,exact_count,reversed,4,5,False,True,0.52,413,80
396,conditional_truth-5-2-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
397,conditional_truth-5-2-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
398,conditional_truth-7-2-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
399,conditional_truth-6-3-plain,conditional_truth,plain,yes,yes,True,True,1.0,397,42
400,exact_count-4-False-reversed,exact_count,reversed,3,2,False,True,0.6,412,80
401,conditional_truth-7-3-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
402,conditional_truth-5-6-explicit,conditional_truth,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,418,46
403,conditional_truth-5-1-explicit,conditional_truth,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,419,46
404,exact_count-0-False-reversed,exact_count,reversed,1,2,False,True,0.78,412,80
405,conditional_truth-0-2-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
406,conditional_truth-6-2-plain,conditional_truth,plain,yes,yes,True,True,1.0,395,42
407,conditional_truth-5-5-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
408,conditional_truth-6-6-explicit,conditional_truth,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,422,46
409,long_tracking-12-1-plain,long_tracking,plain,hall,hall,True,True,1.0,519,47
410,exact_count-9-True-explicit,exact_count,explicit,4,4,True,True,0.95,443,80
411,conditional_truth-0-4-reversed,conditional_truth,reversed,no,no,True,True,0.99,394,42
412,conditional_truth-7-5-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
413,exact_count-8-False-explicit,exact_count,explicit,4,3,False,True,0.71,440,80
414,exact_count-9-False-reversed,exact_count,reversed,4,4,True,True,0.96,415,80
415,exact_count-11-False-explicit,exact_count,explicit,0,0,True,True,1.0,438,80
416,conditional_truth-2-2-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
417,exact_count-0-True-explicit,exact_count,explicit,1,2,False,True,0.85,441,80
418,conditional_truth-3-5-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
419,conditional_truth-6-0-plain,conditional_truth,plain,no,no,True,True,0.99,396,42
420,conditional_truth-0-7-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
421,conditional_truth-0-4-explicit,conditional_truth,explicit,no,no,True,True,0.99,419,42
422,conditional_truth-2-1-explicit,conditional_truth,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,419,46
423,conditional_truth-5-2-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
424,conditional_truth-2-7-explicit,conditional_truth,explicit,yes,yes,True,True,0.99,418,42
425,conditional_truth-0-2-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
426,exact_count-4-False-plain,exact_count,plain,3,2,False,True,0.62,412,80
427,conditional_truth-7-4-reversed,conditional_truth,reversed,no,no,True,True,0.99,394,42
428,conditional_truth-3-0-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
429,exact_count-0-False-explicit,exact_count,explicit,1,2,False,True,0.82,437,80
430,exact_count-3-False-plain,exact_count,plain,3,3,True,True,0.48,413,80
431,multistep_math-5-True-plain,multistep_math,plain,2741,2741,True,True,0.69,415,60
432,conditional_truth-1-5-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
433,conditional_truth-3-3-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
434,conditional_truth-4-7-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
435,exact_count-6-True-plain,exact_count,plain,4,5,False,True,0.8,416,80
436,conditional_truth-0-0-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
437,conditional_truth-2-6-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,393,46
438,conditional_truth-3-7-explicit,conditional_truth,explicit,yes,yes,True,True,0.99,418,42
439,exact_count-0-True-plain,exact_count,plain,1,2,False,True,0.89,416,80
440,exact_count-9-True-plain,exact_count,plain,4,4,True,True,0.94,418,80
441,conditional_truth-6-0-explicit,conditional_truth,explicit,no,no,True,True,1.0,421,42
442,exact_count-1-False-explicit,exact_count,explicit,2,2,True,True,0.85,437,80
443,conditional_truth-5-2-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
444,multistep_math-2-True-plain,multistep_math,plain,97,97,True,True,0.47,397,51
445,long_tracking-32-0-reversed,long_tracking,reversed,kitchen,kitchen,True,True,1.0,825,48
446,conditional_truth-2-3-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
447,long_tracking-32-0-explicit,long_tracking,explicit,kitchen,kitchen,True,True,1.0,850,48
448,conditional_truth-0-7-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
449,conditional_truth-2-1-explicit,conditional_truth,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,419,46
450,conditional_truth-1-5-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
451,conditional_truth-1-5-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
452,conditional_truth-4-2-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
453,long_tracking-12-1-reversed,long_tracking,reversed,hall,hall,True,True,1.0,519,47
454,multistep_math-1-False-explicit,multistep_math,explicit,37,37,True,True,0.83,390,49
455,conditional_truth-0-2-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
456,conditional_truth-4-5-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
457,conditional_truth-1-0-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
458,conditional_truth-2-1-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,394,46
459,conditional_truth-4-0-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
460,multistep_math-3-True-plain,multistep_math,plain,280,242,False,True,0.61,403,54
461,conditional_truth-4-7-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
462,conditional_truth-7-6-explicit,conditional_truth,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,418,46
463,conditional_truth-2-0-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
464,long_tracking-4-0-explicit,long_tracking,explicit,office,office,True,True,1.0,425,47
465,conditional_truth-2-1-reversed,conditional_truth,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,394,46
466,exact_count-4-True-reversed,exact_count,reversed,3,3,True,True,0.58,420,80
467,conditional_truth-3-6-explicit,conditional_truth,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,418,46
468,conditional_truth-3-1-explicit,conditional_truth,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,419,46
469,multistep_math-0-False-explicit,multistep_math,explicit,21,21,True,True,0.76,390,49
470,exact_count-0-False-explicit,exact_count,explicit,1,2,False,True,0.81,437,80
471,conditional_truth-5-2-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
472,exact_count-6-True-plain,exact_count,plain,4,5,False,True,0.81,416,80
473,conditional_truth-6-6-explicit,conditional_truth,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,422,46
474,exact_count-10-True-reversed,exact_count,reversed,7,7,True,True,1.0,418,80
475,conditional_truth-4-0-reversed,conditional_truth,reversed,no,no,True,True,1.0,394,42
476,exact_count-7-True-plain,exact_count,plain,3,4,False,True,0.49,418,80
477,conditional_truth-4-0-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
478,exact_count-2-True-reversed,exact_count,reversed,3,2,False,True,0.53,417,80
479,conditional_truth-3-2-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
480,conditional_truth-6-3-plain,conditional_truth,plain,yes,yes,True,True,1.0,397,42
481,exact_count-2-True-explicit,exact_count,explicit,3,2,False,True,0.53,442,80
482,exact_count-10-True-explicit,exact_count,explicit,7,7,True,True,0.99,443,80
483,conditional_truth-3-3-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
484,conditional_truth-6-1-reversed,conditional_truth,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,398,46
485,conditional_truth-6-5-explicit,conditional_truth,explicit,no,no,True,True,1.0,425,42
486,exact_count-10-False-plain,exact_count,plain,7,7,True,True,0.99,415,80
487,multistep_math-3-False-reversed,multistep_math,reversed,280,242,False,True,0.58,377,54
488,conditional_truth-0-6-reversed,conditional_truth,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,393,46
489,conditional_truth-4-3-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
490,exact_count-8-False-explicit,exact_count,explicit,4,3,False,True,0.73,440,80
491,conditional_truth-4-6-reversed,conditional_truth,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,393,46
492,exact_count-6-True-reversed,exact_count,reversed,4,5,False,True,0.68,416,80
493,conditional_truth-5-7-reversed,conditional_truth,reversed,yes,yes,True,True,0.99,393,42
494,conditional_truth-4-4-reversed,conditional_truth,reversed,no,no,True,True,0.99,394,42
495,multistep_math-4-False-plain,multistep_math,plain,640,640,True,True,0.36,375,53
496,conditional_truth-5-0-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
497,conditional_truth-6-4-reversed,conditional_truth,reversed,no,no,True,True,1.0,398,42
498,long_tracking-12-1-explicit,long_tracking,explicit,hall,hall,True,True,1.0,544,47
499,conditional_truth-7-6-explicit,conditional_truth,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,418,46
500,conditional_truth-4-5-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
501,conditional_truth-1-2-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
502,conditional_truth-0-3-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
503,conditional_truth-5-7-reversed,conditional_truth,reversed,yes,yes,True,True,0.99,393,42
504,conditional_truth-5-0-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
505,exact_count-1-False-explicit,exact_count,explicit,2,2,True,True,0.87,437,80
506,exact_count-11-False-plain,exact_count,plain,0,0,True,True,1.0,413,80
507,conditional_truth-4-7-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
508,conditional_truth-0-5-reversed,conditional_truth,reversed,no,no,True,True,1.0,394,42
509,conditional_truth-5-1-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,394,46
510,conditional_truth-6-4-plain,conditional_truth,plain,no,no,True,True,1.0,398,42
511,exact_count-6-False-plain,exact_count,plain,4,5,False,True,0.61,413,80
512,multistep_math-3-False-plain,multistep_math,plain,280,242,False,True,0.48,377,54
513,conditional_truth-4-2-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
514,long_tracking-32-1-explicit,long_tracking,explicit,hall,hall,True,True,1.0,850,47
515,multistep_math-1-False-reversed,multistep_math,reversed,37,37,True,True,0.83,365,49
516,conditional_truth-6-7-plain,conditional_truth,plain,yes,yes,True,True,0.99,399,42
517,conditional_truth-4-5-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
518,conditional_truth-6-1-reversed,conditional_truth,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,398,46
519,conditional_truth-1-7-reversed,conditional_truth,reversed,yes,yes,True,True,0.99,393,42
520,exact_count-11-False-explicit,exact_count,explicit,0,0,True,True,1.0,438,80
521,multistep_math-2-False-explicit,multistep_math,explicit,97,97,True,True,0.53,396,51
522,exact_count-10-False-plain,exact_count,plain,7,7,True,True,0.99,415,80
523,conditional_truth-3-2-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
524,multistep_math-1-True-explicit,multistep_math,explicit,37,37,True,True,0.67,416,49
525,conditional_truth-1-6-explicit,conditional_truth,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,418,46
526,conditional_truth-4-0-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
527,conditional_truth-6-1-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,398,46
528,exact_count-11-False-reversed,exact_count,reversed,0,0,True,True,1.0,413,80
529,conditional_truth-6-6-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,397,46
530,conditional_truth-6-2-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,420,42
531,long_tracking-32-1-reversed,long_tracking,reversed,hall,hall,True,True,1.0,825,47
532,conditional_truth-7-0-reversed,conditional_truth,reversed,no,no,True,True,1.0,394,42
533,exact_count-11-True-explicit,exact_count,explicit,0,0,True,True,1.0,441,80
534,long_tracking-32-0-plain,long_tracking,plain,kitchen,kitchen,True,True,1.0,825,48
535,conditional_truth-6-5-explicit,conditional_truth,explicit,no,no,True,True,1.0,425,42
536,exact_count-3-False-reversed,exact_count,reversed,3,3,True,True,0.57,413,80
537,conditional_truth-1-3-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
538,conditional_truth-5-7-explicit,conditional_truth,explicit,yes,yes,True,True,0.99,418,42
539,conditional_truth-0-4-plain,conditional_truth,plain,no,no,True,True,0.99,394,42
540,conditional_truth-6-7-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,424,42
541,conditional_truth-2-7-plain,conditional_truth,plain,yes,yes,True,True,0.99,393,42
542,multistep_math-3-False-explicit,multistep_math,explicit,280,242,False,True,0.47,402,54
543,conditional_truth-2-7-reversed,conditional_truth,reversed,yes,yes,True,True,0.99,393,42
544,multistep_math-5-False-explicit,multistep_math,explicit,2741,2741,True,True,0.5,414,60
545,conditional_truth-6-5-plain,conditional_truth,plain,no,no,True,True,1.0,400,42
546,conditional_truth-0-1-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,394,46
547,exact_count-8-True-plain,exact_count,plain,4,4,True,True,0.31,416,80
548,conditional_truth-3-4-explicit,conditional_truth,explicit,no,no,True,True,0.99,419,42
549,exact_count-11-False-plain,exact_count,plain,0,0,True,True,1.0,413,80
550,conditional_truth-4-0-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
551,exact_count-8-True-plain,exact_count,plain,4,4,True,True,0.41,416,80
552,conditional_truth-5-7-plain,conditional_truth,plain,yes,yes,True,True,0.99,393,42
553,exact_count-1-True-explicit,exact_count,explicit,2,2,True,True,0.92,441,80
554,conditional_truth-2-6-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,393,46
555,conditional_truth-5-6-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,393,46
556,exact_count-7-False-reversed,exact_count,reversed,3,3,True,True,0.61,415,80
557,multistep_math-0-True-reversed,multistep_math,reversed,21,21,True,True,0.37,391,49
558,conditional_truth-0-0-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
559,long_tracking-4-1-explicit,long_tracking,explicit,kitchen,kitchen,True,True,1.0,425,48
560,multistep_math-0-True-explicit,multistep_math,explicit,21,17,False,True,0.48,416,49
561,exact_count-3-True-reversed,exact_count,reversed,3,4,False,True,0.41,416,80
562,long_tracking-32-0-plain,long_tracking,plain,kitchen,kitchen,True,True,1.0,825,48
563,conditional_truth-1-3-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
564,conditional_truth-4-4-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
565,conditional_truth-6-1-explicit,conditional_truth,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,423,46
566,exact_count-9-False-plain,exact_count,plain,4,4,True,True,0.95,415,80
567,conditional_truth-6-7-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,399,42
568,conditional_truth-3-6-explicit,conditional_truth,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,418,46
569,conditional_truth-3-3-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
570,conditional_truth-3-7-plain,conditional_truth,plain,yes,yes,True,True,0.99,393,42
571,multistep_math-2-False-explicit,multistep_math,explicit,97,97,True,True,0.59,396,51
572,exact_count-1-True-reversed,exact_count,reversed,2,2,True,True,0.8,416,80
573,conditional_truth-0-7-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
574,conditional_truth-7-2-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
575,exact_count-0-True-explicit,exact_count,explicit,1,2,False,True,0.88,441,80
576,exact_count-3-True-plain,exact_count,plain,3,4,False,True,0.39,416,80
577,long_tracking-32-0-explicit,long_tracking,explicit,kitchen,kitchen,True,True,1.0,850,48
578,multistep_math-5-False-plain,multistep_math,plain,2741,2741,True,True,0.37,389,60
579,conditional_truth-1-6-explicit,conditional_truth,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,418,46
580,exact_count-1-True-plain,exact_count,plain,2,2,True,True,0.92,416,80
581,conditional_truth-0-3-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
582,conditional_truth-5-4-reversed,conditional_truth,reversed,no,no,True,True,0.99,394,42
583,conditional_truth-7-7-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
584,exact_count-5-True-plain,exact_count,plain,4,4,True,True,0.51,423,80
585,conditional_truth-7-3-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
586,conditional_truth-7-2-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
587,conditional_truth-2-0-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
588,conditional_truth-6-1-reversed,conditional_truth,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,398,46
589,exact_count-4-True-reversed,exact_count,reversed,3,3,True,True,0.61,420,80
590,conditional_truth-3-4-plain,conditional_truth,plain,no,no,True,True,0.99,394,42
591,exact_count-5-False-reversed,exact_count,reversed,4,3,False,True,0.58,412,80
592,conditional_truth-3-5-reversed,conditional_truth,reversed,no,no,True,True,1.0,394,42
593,conditional_truth-2-1-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,394,46
594,conditional_truth-6-4-reversed,conditional_truth,reversed,no,no,True,True,0.99,398,42
595,multistep_math-3-True-explicit,multistep_math,explicit,280,242,False,True,0.59,428,54
596,exact_count-0-False-reversed,exact_count,reversed,1,2,False,True,0.77,412,80
597,exact_count-2-False-plain,exact_count,plain,3,2,False,True,0.84,412,80
598,conditional_truth-0-0-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
599,conditional_truth-7-1-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,394,46
600,conditional_truth-5-0-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
601,multistep_math-1-True-reversed,multistep_math,reversed,37,37,True,True,0.65,391,49
602,conditional_truth-3-6-reversed,conditional_truth,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,393,46
603,multistep_math-2-False-reversed,multistep_math,reversed,97,97,True,True,0.53,371,51
604,exact_count-2-True-plain,exact_count,plain,3,2,False,True,0.61,417,80
605,exact_count-9-True-reversed,exact_count,reversed,4,4,True,True,0.96,418,80
606,conditional_truth-1-7-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
607,conditional_truth-7-0-reversed,conditional_truth,reversed,no,no,True,True,1.0,394,42
608,multistep_math-0-True-reversed,multistep_math,reversed,21,17,False,True,0.35,391,49
609,long_tracking-12-0-reversed,long_tracking,reversed,kitchen,kitchen,True,True,1.0,519,48
610,conditional_truth-5-6-reversed,conditional_truth,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,393,46
611,conditional_truth-2-3-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
612,conditional_truth-1-1-reversed,conditional_truth,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,394,46
613,conditional_truth-0-4-explicit,conditional_truth,explicit,no,no,True,True,0.99,419,42
614,conditional_truth-2-7-reversed,conditional_truth,reversed,yes,yes,True,True,0.98,393,42
615,conditional_truth-1-0-reversed,conditional_truth,reversed,no,no,True,True,1.0,394,42
616,conditional_truth-1-6-reversed,conditional_truth,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,393,46
617,conditional_truth-2-4-plain,conditional_truth,plain,no,no,True,True,0.99,394,42
618,conditional_truth-5-3-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
619,exact_count-1-True-plain,exact_count,plain,2,2,True,True,0.88,416,80
620,conditional_truth-0-6-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,393,46
621,exact_count-11-False-reversed,exact_count,reversed,0,0,True,True,1.0,413,80
