id,variant,stage,valid,latency_ms,input_tokens,output_tokens,choice,http_status,error
dev-024-priority,priority,proposal,True,370.87,573,38,straight,200,
dev-031-review,review,proposal,True,274.2,566,38,straight,200,
dev-031-review,review,review,True,357.8,623,38,straight,200,
dev-068-narrative,narrative,proposal,True,341.34,575,38,straight,200,
dev-077-egocentric,egocentric,proposal,True,295.42,609,38,straight,200,
dev-044-priority,priority,proposal,True,264.03,567,38,straight,200,
dev-062-egocentric,egocentric,proposal,True,359.81,631,38,right,200,
dev-023-narrative,narrative,proposal,True,438.47,555,38,right,200,
dev-008-narrative,narrative,proposal,True,390.96,568,38,right,200,
dev-009-absolute,absolute,proposal,True,382.56,575,38,straight,200,
dev-037-egocentric,egocentric,proposal,True,547.43,618,38,left,200,
dev-012-history,history,proposal,True,321.87,1103,38,straight,200,
dev-022-history,history,proposal,True,283.17,1127,38,straight,200,
dev-002-egocentric,egocentric,proposal,True,323.04,643,38,straight,200,
dev-063-narrative,narrative,proposal,True,279.85,540,38,straight,200,
dev-014-history,history,proposal,True,295.92,1097,38,straight,200,
dev-055-history,history,proposal,True,326.33,1157,38,straight,200,
dev-019-history,history,proposal,True,306.74,1092,38,left,200,
dev-069-ascii,ascii,proposal,True,446.31,703,38,straight,200,
dev-007-history,history,proposal,True,335.3,1166,38,straight,200,
dev-009-original,original,proposal,True,312.91,597,38,straight,200,
dev-051-history,history,proposal,True,355.78,1206,38,straight,200,
dev-065-absolute,absolute,proposal,True,366.77,602,38,straight,200,
dev-029-ascii,ascii,proposal,True,309.66,706,38,straight,200,
dev-007-absolute,absolute,proposal,True,354.98,585,38,left,200,
dev-044-ascii,ascii,proposal,True,318.43,686,38,straight,200,
dev-058-absolute,absolute,proposal,True,338.86,571,38,straight,200,
dev-057-priority,priority,proposal,True,271.67,568,38,straight,200,
dev-066-narrative,narrative,proposal,True,378.89,553,38,straight,200,
dev-040-priority,priority,proposal,True,371.2,567,38,straight,200,
dev-073-narrative,narrative,proposal,True,402.38,539,38,straight,200,
dev-079-absolute,absolute,proposal,True,361.63,588,38,straight,200,
dev-038-absolute,absolute,proposal,True,317.06,591,38,straight,200,
dev-005-original,original,proposal,True,284.35,606,38,straight,200,
dev-075-narrative,narrative,proposal,True,344.05,543,38,straight,200,
dev-016-narrative,narrative,proposal,True,341.18,569,38,straight,200,
dev-057-original,original,proposal,True,334.37,590,38,straight,200,
dev-029-priority,priority,proposal,True,392.83,583,38,straight,200,
dev-066-absolute,absolute,proposal,True,312.68,583,38,straight,200,
dev-016-review,review,proposal,True,293.84,603,38,straight,200,
dev-016-review,review,review,True,287.39,660,38,straight,200,
dev-030-absolute,absolute,proposal,True,426.3,585,38,straight,200,
dev-062-priority,priority,proposal,True,387.72,590,38,straight,200,
dev-079-narrative,narrative,proposal,True,348.1,558,38,straight,200,
dev-074-review,review,proposal,True,334.74,572,38,straight,200,
dev-074-review,review,review,True,320.69,629,38,straight,200,
dev-000-absolute,absolute,proposal,True,346.3,574,38,straight,200,
dev-017-ascii,ascii,proposal,True,301.03,703,38,straight,200,
dev-059-narrative,narrative,proposal,True,300.72,559,38,straight,200,
dev-027-egocentric,egocentric,proposal,True,341.19,611,38,left,200,
dev-064-absolute,absolute,proposal,True,339.02,607,38,straight,200,
dev-001-history,history,proposal,True,325.28,964,38,straight,200,
dev-033-absolute,absolute,proposal,True,310.76,594,38,right,200,
dev-030-review,review,proposal,True,345.33,585,38,straight,200,
dev-030-review,review,review,True,300.51,642,38,straight,200,
dev-008-priority,priority,proposal,True,310.58,601,38,straight,200,
dev-042-absolute,absolute,proposal,True,318.99,567,38,straight,200,
dev-020-absolute,absolute,proposal,True,351.12,572,38,right,200,
dev-038-history,history,proposal,True,328.08,1210,38,straight,200,
dev-045-review,review,proposal,True,269.76,600,38,right,200,
dev-045-review,review,review,True,312.82,657,38,right,200,
dev-074-absolute,absolute,proposal,True,300.74,572,38,straight,200,
dev-010-ascii,ascii,proposal,True,391.87,707,38,right,200,
dev-027-history,history,proposal,True,342.53,1127,38,straight,200,
dev-064-history,history,proposal,True,266.4,1313,38,straight,200,
dev-070-history,history,proposal,True,281.62,1139,38,straight,200,
dev-043-history,history,proposal,True,289.05,1106,38,straight,200,
dev-018-history,history,proposal,True,358.17,1116,38,straight,200,
dev-068-priority,priority,proposal,True,414.81,609,38,straight,200,
dev-009-ascii,ascii,proposal,True,295.54,693,38,straight,200,
dev-023-egocentric,egocentric,proposal,True,330.13,617,38,right,200,
dev-002-absolute,absolute,proposal,True,328.05,603,38,straight,200,
dev-034-review,review,proposal,True,378.02,568,38,straight,200,
dev-034-review,review,review,True,380.98,625,38,straight,200,
dev-068-egocentric,egocentric,proposal,True,321.51,650,38,left,200,
dev-046-history,history,proposal,True,357.25,1134,38,straight,200,
dev-006-original,original,proposal,True,468.67,616,38,straight,200,
dev-013-original,original,proposal,True,264.33,608,38,straight,200,
dev-045-absolute,absolute,proposal,True,255.02,600,38,right,200,
dev-018-review,review,proposal,True,280.86,572,38,straight,200,
dev-018-review,review,review,True,309.33,629,38,straight,200,
dev-009-egocentric,egocentric,proposal,True,296.47,609,38,straight,200,
dev-008-original,original,proposal,True,322.2,624,38,straight,200,
dev-075-review,review,proposal,True,349.81,572,38,straight,200,
dev-075-review,review,review,True,657.39,629,38,straight,200,
dev-027-original,original,proposal,True,329.96,595,38,straight,200,
dev-037-history,history,proposal,True,315.02,1157,38,straight,200,
dev-005-narrative,narrative,proposal,True,335.46,553,38,left,200,
dev-064-ascii,ascii,proposal,True,357.67,733,38,straight,200,
dev-070-absolute,absolute,proposal,True,346.01,579,38,straight,200,
dev-078-absolute,absolute,proposal,True,375.62,595,38,straight,200,
dev-069-narrative,narrative,proposal,True,311.76,554,38,right,200,
dev-054-original,original,proposal,True,355.57,612,38,straight,200,
dev-013-egocentric,egocentric,proposal,True,350.72,616,38,straight,200,
dev-059-review,review,proposal,True,301.68,591,38,straight,200,
dev-059-review,review,review,True,323.58,648,38,straight,200,
dev-058-review,review,proposal,True,337.89,571,38,straight,200,
dev-058-review,review,review,True,325.97,628,38,straight,200,
dev-067-ascii,ascii,proposal,True,423.84,722,38,straight,200,
dev-041-original,original,proposal,True,283.75,608,38,straight,200,
dev-064-priority,priority,proposal,True,618.32,607,38,straight,200,
dev-025-history,history,proposal,True,296.32,1121,38,left,200,
dev-026-review,review,proposal,True,298.8,591,38,straight,200,
dev-026-review,review,review,True,326.89,648,38,straight,200,
dev-049-priority,priority,proposal,True,273.23,574,38,straight,200,
dev-061-original,original,proposal,True,375.35,612,38,straight,200,
dev-076-egocentric,egocentric,proposal,True,363.79,635,38,straight,200,
dev-074-ascii,ascii,proposal,True,294.0,690,38,straight,200,
dev-034-ascii,ascii,proposal,True,300.35,685,38,straight,200,
dev-069-history,history,proposal,True,322.96,1187,38,straight,200,
dev-042-ascii,ascii,proposal,True,349.57,686,38,straight,200,
dev-053-original,original,proposal,True,346.48,589,38,straight,200,
dev-016-absolute,absolute,proposal,True,394.39,603,38,straight,200,
dev-031-ascii,ascii,proposal,True,361.06,683,38,straight,200,
dev-068-ascii,ascii,proposal,True,290.69,730,38,straight,200,
dev-069-absolute,absolute,proposal,True,304.3,585,38,straight,200,
dev-018-narrative,narrative,proposal,True,347.29,543,38,straight,200,
dev-049-absolute,absolute,proposal,True,361.81,574,38,straight,200,
dev-022-ascii,ascii,proposal,True,293.48,689,38,straight,200,
dev-012-absolute,absolute,proposal,True,379.97,569,38,straight,200,
dev-020-review,review,proposal,True,291.89,572,38,right,200,
dev-020-review,review,review,True,366.68,629,38,right,200,
dev-050-review,review,proposal,True,378.25,578,38,straight,200,
dev-050-review,review,review,True,277.38,635,38,straight,200,
dev-076-history,history,proposal,True,321.78,1189,38,left,200,
dev-008-absolute,absolute,proposal,True,383.64,601,38,straight,200,
dev-030-original,original,proposal,True,328.99,607,38,straight,200,
dev-035-egocentric,egocentric,proposal,True,364.42,618,38,right,200,
dev-044-review,review,proposal,True,337.69,567,38,straight,200,
dev-044-review,review,review,True,256.31,624,38,straight,200,
dev-032-history,history,proposal,True,514.65,1131,38,straight,200,
dev-020-egocentric,egocentric,proposal,True,372.98,602,38,right,200,
dev-000-history,history,proposal,True,357.67,1132,38,straight,200,
dev-051-original,original,proposal,True,345.11,612,38,straight,200,
dev-070-review,review,proposal,True,323.68,579,38,straight,200,
dev-070-review,review,review,True,313.38,636,38,straight,200,
dev-036-ascii,ascii,proposal,True,341.31,707,38,straight,200,
dev-047-ascii,ascii,proposal,True,356.06,696,38,straight,200,
dev-065-narrative,narrative,proposal,True,261.76,570,38,straight,200,
dev-025-narrative,narrative,proposal,True,363.64,546,38,left,200,
dev-059-original,original,proposal,True,330.84,614,38,straight,200,
dev-070-original,original,proposal,True,356.24,601,38,straight,200,
dev-076-review,review,proposal,True,361.61,596,38,left,200,
dev-076-review,review,review,True,308.84,653,38,left,200,
dev-024-narrative,narrative,proposal,True,320.75,544,38,straight,200,
dev-038-review,review,proposal,True,312.95,591,38,straight,200,
dev-038-review,review,review,True,350.14,648,38,straight,200,
dev-027-narrative,narrative,proposal,True,359.06,544,38,straight,200,
dev-009-history,history,proposal,True,361.05,1134,38,straight,200,
dev-071-history,history,proposal,True,351.97,1103,38,left,200,
dev-063-priority,priority,proposal,True,387.84,568,38,straight,200,
dev-019-narrative,narrative,proposal,True,304.46,538,38,left,200,
dev-026-original,original,proposal,True,365.87,613,38,left,200,
dev-069-original,original,proposal,True,294.2,607,38,straight,200,
dev-040-egocentric,egocentric,proposal,True,333.22,603,38,left,200,
dev-062-absolute,absolute,proposal,True,403.09,590,38,straight,200,
dev-024-review,review,proposal,True,325.5,573,38,straight,200,
dev-024-review,review,review,True,357.2,630,38,straight,200,
dev-022-egocentric,egocentric,proposal,True,278.41,610,38,left,200,
dev-065-priority,priority,proposal,True,330.11,602,38,straight,200,
dev-059-absolute,absolute,proposal,True,369.99,591,38,straight,200,
dev-032-original,original,proposal,True,373.22,597,38,straight,200,
dev-011-priority,priority,proposal,True,270.72,567,38,straight,200,
dev-077-priority,priority,proposal,True,286.86,578,38,straight,200,
dev-049-narrative,narrative,proposal,True,348.56,546,38,straight,200,
dev-036-narrative,narrative,proposal,True,342.86,559,38,straight,200,
dev-057-review,review,proposal,True,286.08,568,38,straight,200,
dev-057-review,review,review,True,290.27,625,38,straight,200,
dev-039-history,history,proposal,True,468.67,1102,38,straight,200,
dev-006-egocentric,egocentric,proposal,True,275.55,624,38,right,200,
dev-025-review,review,proposal,True,262.43,574,38,straight,200,
dev-025-review,review,review,True,280.94,631,38,straight,200,
dev-042-egocentric,egocentric,proposal,True,358.55,602,38,left,200,
dev-035-priority,priority,proposal,True,317.11,585,38,straight,200,
dev-019-egocentric,egocentric,proposal,True,367.92,602,38,left,200,
dev-062-ascii,ascii,proposal,True,628.58,708,38,straight,200,
dev-077-narrative,narrative,proposal,True,412.83,549,38,straight,200,
dev-060-review,review,proposal,True,257.32,568,38,straight,200,
dev-060-review,review,review,True,381.83,625,38,straight,200,
dev-017-narrative,narrative,proposal,True,319.71,555,38,left,200,
dev-004-absolute,absolute,proposal,True,352.7,598,38,straight,200,
dev-015-absolute,absolute,proposal,True,301.9,590,38,right,200,
dev-004-review,review,proposal,True,317.34,598,38,straight,200,
dev-004-review,review,review,True,332.34,655,38,straight,200,
dev-021-egocentric,egocentric,proposal,True,305.35,632,38,straight,200,
dev-038-original,original,proposal,True,366.16,613,38,straight,200,
dev-063-original,original,proposal,True,337.6,590,38,straight,200,
dev-073-original,original,proposal,True,510.05,589,38,straight,200,
dev-076-narrative,narrative,proposal,True,357.66,564,38,left,200,
dev-057-narrative,narrative,proposal,True,347.62,540,38,straight,200,
dev-057-ascii,ascii,proposal,True,292.02,684,38,straight,200,
dev-077-review,review,proposal,True,263.37,578,38,straight,200,
dev-077-review,review,review,True,357.49,635,38,straight,200,
dev-046-priority,priority,proposal,True,267.52,573,38,straight,200,
dev-001-review,review,proposal,True,284.54,566,38,straight,200,
dev-001-review,review,review,True,283.45,623,38,straight,200,
dev-043-priority,priority,proposal,True,291.25,567,38,straight,200,
dev-077-original,original,proposal,True,277.46,600,38,straight,200,
dev-041-egocentric,egocentric,proposal,True,262.37,623,38,straight,200,
dev-017-priority,priority,proposal,True,310.34,586,38,straight,200,
dev-052-egocentric,egocentric,proposal,True,306.67,608,38,straight,200,
dev-004-priority,priority,proposal,True,359.83,598,38,straight,200,
dev-045-ascii,ascii,proposal,True,293.11,717,38,straight,200,
dev-055-priority,priority,proposal,True,323.18,579,38,straight,200,
dev-052-history,history,proposal,True,339.85,1127,38,straight,200,
dev-040-ascii,ascii,proposal,True,368.87,683,38,straight,200,
dev-014-review,review,proposal,True,346.13,567,38,straight,200,
dev-014-review,review,review,True,290.58,624,38,straight,200,
dev-008-egocentric,egocentric,proposal,True,390.38,638,38,right,200,
dev-049-ascii,ascii,proposal,True,353.2,693,38,straight,200,
dev-061-ascii,ascii,proposal,True,299.84,710,38,straight,200,
dev-071-review,review,proposal,True,309.9,572,38,left,200,
dev-071-review,review,review,True,366.47,629,38,left,200,
dev-022-narrative,narrative,proposal,True,343.39,544,38,straight,200,
dev-030-history,history,proposal,True,300.52,1184,38,straight,200,
dev-055-absolute,absolute,proposal,True,261.46,579,38,straight,200,
dev-005-absolute,absolute,proposal,True,398.74,584,38,straight,200,
dev-063-egocentric,egocentric,proposal,True,453.64,603,38,left,200,
dev-054-review,review,proposal,True,847.52,590,38,straight,200,
dev-054-review,review,review,True,381.57,647,38,straight,200,
dev-035-original,original,proposal,True,379.11,607,38,straight,200,
dev-025-ascii,ascii,proposal,True,375.98,693,38,straight,200,
dev-039-original,original,proposal,True,333.43,590,38,straight,200,
dev-020-ascii,ascii,proposal,True,395.07,688,38,right,200,
dev-007-egocentric,egocentric,proposal,True,422.59,621,38,straight,200,
dev-039-absolute,absolute,proposal,True,278.59,568,38,straight,200,
dev-004-ascii,ascii,proposal,True,411.49,716,38,straight,200,
dev-015-narrative,narrative,proposal,True,347.89,558,38,right,200,
dev-039-egocentric,egocentric,proposal,True,312.82,603,38,left,200,
dev-073-priority,priority,proposal,True,297.71,567,38,straight,200,
dev-004-egocentric,egocentric,proposal,True,317.92,638,38,straight,200,
dev-021-history,history,proposal,True,306.36,1213,38,straight,200,
dev-055-ascii,ascii,proposal,True,307.74,697,38,straight,200,
dev-020-narrative,narrative,proposal,True,279.45,544,38,right,200,
dev-035-ascii,ascii,proposal,True,407.03,702,38,straight,200,
dev-043-absolute,absolute,proposal,True,302.84,567,38,straight,200,
dev-069-review,review,proposal,True,291.66,585,38,straight,200,
dev-069-review,review,review,True,397.63,642,38,straight,200,
dev-051-egocentric,egocentric,proposal,True,265.2,631,38,right,200,
dev-038-narrative,narrative,proposal,True,408.75,559,38,straight,200,
dev-015-original,original,proposal,True,326.99,613,38,straight,200,
dev-071-narrative,narrative,proposal,True,384.48,544,38,left,200,
dev-056-narrative,narrative,proposal,True,298.97,539,38,straight,200,
dev-051-ascii,ascii,proposal,True,350.73,711,38,straight,200,
dev-002-ascii,ascii,proposal,True,331.89,725,38,straight,200,
dev-033-egocentric,egocentric,proposal,True,258.02,623,38,right,200,
dev-076-priority,priority,proposal,True,276.36,596,38,left,200,
dev-016-egocentric,egocentric,proposal,True,291.12,643,38,right,200,
dev-001-ascii,ascii,proposal,True,292.57,685,38,left,200,
dev-060-original,original,proposal,True,343.91,590,38,straight,200,
dev-062-review,review,proposal,True,349.93,590,38,straight,200,
dev-062-review,review,review,True,255.58,647,38,straight,200,
dev-056-ascii,ascii,proposal,True,300.44,686,38,straight,200,
dev-021-original,original,proposal,True,401.04,613,38,straight,200,
dev-000-original,original,proposal,True,314.88,596,38,straight,200,
dev-044-history,history,proposal,True,455.98,968,38,straight,200,
dev-019-ascii,ascii,proposal,True,986.27,682,38,left,200,
dev-007-narrative,narrative,proposal,True,356.49,555,38,straight,200,
dev-041-narrative,narrative,proposal,True,268.49,555,38,straight,200,
dev-029-original,original,proposal,True,298.6,605,38,straight,200,
dev-072-absolute,absolute,proposal,True,321.71,578,38,straight,200,
dev-034-history,history,proposal,True,282.02,1094,38,straight,200,
dev-057-absolute,absolute,proposal,True,332.7,568,38,straight,200,
dev-041-ascii,ascii,proposal,True,350.02,705,38,straight,200,
dev-061-history,history,proposal,True,377.25,1190,38,straight,200,
dev-023-history,history,proposal,True,304.5,1169,38,straight,200,
dev-028-priority,priority,proposal,True,259.91,568,38,straight,200,
dev-078-original,original,proposal,True,397.55,617,38,straight,200,
dev-041-absolute,absolute,proposal,True,643.92,586,38,straight,200,
