trial,case_id,family,mode,expected,choice,correct,score_eligible,confidence,input_tokens,output_tokens
334,arithmetic-0-False-plain,arithmetic,plain,7,7,True,True,1.0,353,46
335,arithmetic-0-True-explicit,arithmetic,explicit,7,7,True,True,0.99,397,46
336,evidence-2-plain,evidence,plain,no,no,True,True,1.0,341,42
337,decimal-3-explicit,decimal,explicit,first,first,True,True,1.0,366,38
338,object_tracking-4-reversed,object_tracking,reversed,hall,hall,True,True,1.0,369,47
339,conditional-0-explicit,conditional,explicit,no,no,True,False,1.0,374,42
340,evidence-3-reversed,evidence,reversed,yes,yes,True,True,1.0,338,42
341,retrieval-512-end-1-plain,retrieval,plain,C972,C972,True,True,1.0,7016,60
342,ordering-5-plain,ordering,plain,Ben,Ben,True,True,1.0,351,47
343,object_tracking-2-explicit,object_tracking,explicit,garden,garden,True,True,1.0,379,48
344,negation-2-reversed,negation,reversed,yes,yes,True,True,0.95,334,42
345,arithmetic-1-True-plain,arithmetic,plain,15,15,True,True,0.98,377,49
346,evidence-5-reversed,evidence,reversed,no,no,True,True,1.0,337,42
347,retrieval-16-end-0-plain,retrieval,plain,C555,C555,True,True,1.0,568,60
348,prerequisite-3-False-reversed,prerequisite,reversed,yes,yes,True,True,0.99,361,42
349,decimal-3-plain,decimal,plain,first,first,True,True,1.0,341,38
350,quantifiers-2-reversed,quantifiers,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,345,46
351,prerequisite-1-False-explicit,prerequisite,explicit,yes,yes,True,True,0.99,383,42
352,object_tracking-4-plain,object_tracking,plain,hall,hall,True,True,1.0,369,47
353,decimal-5-reversed,decimal,reversed,equal,equal,True,True,1.0,342,38
354,object_tracking-7-explicit,object_tracking,explicit,kitchen,kitchen,True,True,1.0,394,48
355,ordering-3-explicit,ordering,explicit,Davi,Davi,True,True,1.0,374,48
356,negation-3-explicit,negation,explicit,no,no,True,True,1.0,360,42
357,retrieval-16-middle-0-reversed,retrieval,reversed,C296,C296,True,True,1.0,568,60
358,quantifiers-4-explicit,quantifiers,explicit,no,no,True,True,1.0,371,42
359,arithmetic-4-True-explicit,arithmetic,explicit,92,92,True,True,1.0,411,52
360,arithmetic-0-True-plain,arithmetic,plain,7,7,True,True,0.99,372,46
361,arithmetic-0-False-reversed,arithmetic,reversed,7,7,True,True,1.0,353,46
362,retrieval-128-start-1-plain,retrieval,plain,C011,C011,True,True,1.0,2024,60
363,prerequisite-3-True-plain,prerequisite,plain,no,no,True,True,1.0,362,42
364,ordering-2-plain,ordering,plain,Ben,Ben,True,True,1.0,350,47
365,decimal-3-reversed,decimal,reversed,first,first,True,True,1.0,341,38
366,retrieval-16-start-1-explicit,retrieval,explicit,C011,C011,True,True,1.0,593,60
367,prerequisite-1-False-explicit,prerequisite,explicit,yes,yes,True,True,1.0,383,42
368,arithmetic-2-True-explicit,arithmetic,explicit,22,22,True,True,1.0,402,49
369,evidence-0-reversed,evidence,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,336,46
370,arithmetic-0-False-explicit,arithmetic,explicit,7,7,True,True,1.0,378,46
371,decimal-0-plain,decimal,plain,second,second,True,True,0.99,340,38
372,retrieval-16-middle-0-plain,retrieval,plain,C296,C296,True,True,1.0,568,60
373,conditional-5-reversed,conditional,reversed,no,no,True,False,1.0,349,42
374,arithmetic-2-False-plain,arithmetic,plain,22,22,True,True,1.0,358,49
375,prerequisite-0-False-plain,prerequisite,plain,yes,yes,True,True,1.0,357,42
376,retrieval-16-end-0-explicit,retrieval,explicit,C555,C555,True,True,1.0,593,60
377,negation-2-reversed,negation,reversed,yes,yes,True,True,0.94,334,42
378,retrieval-16-start-0-explicit,retrieval,explicit,C000,C000,True,True,1.0,593,60
379,decimal-2-reversed,decimal,reversed,second,second,True,True,1.0,342,38
380,arithmetic-1-True-reversed,arithmetic,reversed,15,15,True,True,0.96,377,49
381,negation-3-plain,negation,plain,no,no,True,True,1.0,335,42
382,negation-3-reversed,negation,reversed,no,no,True,True,1.0,335,42
383,decimal-2-explicit,decimal,explicit,second,second,True,True,0.95,367,38
384,retrieval-128-middle-0-explicit,retrieval,explicit,C374,C374,True,True,1.0,2049,60
385,evidence-1-explicit,evidence,explicit,cannot_be_determined,cannot_be_determined,True,True,0.99,364,46
386,decimal-4-plain,decimal,plain,second,second,True,True,1.0,340,38
387,object_tracking-0-explicit,object_tracking,explicit,kitchen,kitchen,True,True,1.0,379,48
388,retrieval-512-end-0-plain,retrieval,plain,C961,C961,True,True,1.0,7016,60
389,prerequisite-3-False-explicit,prerequisite,explicit,yes,yes,True,True,0.97,386,42
390,retrieval-16-middle-2-explicit,retrieval,explicit,C318,C318,True,True,1.0,593,60
391,prerequisite-0-False-reversed,prerequisite,reversed,yes,yes,True,True,0.99,357,42
392,prerequisite-2-True-explicit,prerequisite,explicit,no,no,True,True,1.0,384,42
393,quantifiers-6-reversed,quantifiers,reversed,no,no,True,True,1.0,342,42
394,ordering-3-reversed,ordering,reversed,Davi,Davi,True,True,1.0,349,48
395,decimal-1-plain,decimal,plain,first,first,True,True,1.0,340,38
396,retrieval-128-start-1-plain,retrieval,plain,C011,C011,True,True,1.0,2024,60
397,arithmetic-5-True-explicit,arithmetic,explicit,167,167,True,True,1.0,415,55
398,decimal-5-reversed,decimal,reversed,equal,equal,True,True,1.0,342,38
399,quantifiers-7-plain,quantifiers,plain,cannot_be_determined,cannot_be_determined,True,True,0.96,341,46
400,conditional-2-plain,conditional,plain,yes,yes,True,False,1.0,348,42
401,evidence-4-plain,evidence,plain,yes,yes,True,True,0.88,337,42
402,decimal-2-plain,decimal,plain,second,second,True,True,0.99,342,38
403,retrieval-512-middle-1-explicit,retrieval,explicit,C510,C510,True,True,1.0,7041,60
404,prerequisite-3-True-explicit,prerequisite,explicit,no,no,True,True,1.0,387,42
405,retrieval-128-middle-0-plain,retrieval,plain,C374,C374,True,True,1.0,2024,60
406,decimal-2-reversed,decimal,reversed,second,second,True,True,0.99,342,38
407,quantifiers-0-plain,quantifiers,plain,yes,yes,True,True,0.98,345,42
408,decimal-3-explicit,decimal,explicit,first,first,True,True,1.0,366,38
409,retrieval-16-end-0-explicit,retrieval,explicit,C555,C555,True,True,1.0,593,60
410,ordering-4-explicit,ordering,explicit,Davi,Davi,True,True,1.0,375,48
411,arithmetic-0-False-reversed,arithmetic,reversed,7,7,True,True,1.0,353,46
412,object_tracking-5-explicit,object_tracking,explicit,garden,garden,True,True,1.0,394,48
413,retrieval-16-end-1-explicit,retrieval,explicit,C566,C566,True,True,1.0,593,60
414,retrieval-16-start-1-plain,retrieval,plain,C011,C011,True,True,1.0,568,60
415,ordering-2-explicit,ordering,explicit,Ben,Ben,True,True,1.0,375,47
416,retrieval-16-middle-1-reversed,retrieval,reversed,C307,C307,True,True,1.0,568,60
417,arithmetic-1-True-plain,arithmetic,plain,15,15,True,True,0.98,377,49
418,quantifiers-2-reversed,quantifiers,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,345,46
419,decimal-2-explicit,decimal,explicit,second,second,True,True,0.97,367,38
420,ordering-2-reversed,ordering,reversed,Ben,Ben,True,True,1.0,350,47
421,object_tracking-0-reversed,object_tracking,reversed,kitchen,kitchen,True,True,1.0,354,48
422,retrieval-128-end-2-plain,retrieval,plain,C733,C733,True,True,1.0,2024,60
423,retrieval-16-middle-2-reversed,retrieval,reversed,C318,C318,True,True,1.0,568,60
424,conditional-6-reversed,conditional,reversed,cannot_be_determined,no,False,False,0.71,348,42
425,quantifiers-3-explicit,quantifiers,explicit,cannot_be_determined,cannot_be_determined,True,True,0.98,370,46
426,conditional-4-reversed,conditional,reversed,no,no,True,False,1.0,349,42
427,ordering-4-plain,ordering,plain,Davi,Davi,True,True,1.0,350,48
428,retrieval-512-start-0-plain,retrieval,plain,C000,C000,True,True,1.0,7016,60
429,conditional-5-explicit,conditional,explicit,no,no,True,False,1.0,374,42
430,retrieval-512-start-1-plain,retrieval,plain,C011,C011,True,True,1.0,7016,60
431,arithmetic-5-True-explicit,arithmetic,explicit,167,167,True,True,1.0,415,55
432,ordering-5-reversed,ordering,reversed,Ben,Ben,True,True,1.0,351,47
433,arithmetic-3-True-explicit,arithmetic,explicit,44,44,True,True,0.99,406,50
434,object_tracking-0-plain,object_tracking,plain,kitchen,kitchen,True,True,1.0,354,48
435,retrieval-512-start-0-reversed,retrieval,reversed,C000,C000,True,True,1.0,7016,60
436,evidence-3-explicit,evidence,explicit,yes,yes,True,True,1.0,363,42
437,negation-0-plain,negation,plain,no,no,True,True,1.0,335,42
438,retrieval-512-middle-2-explicit,retrieval,explicit,C521,C521,True,True,1.0,7041,60
439,retrieval-128-middle-1-explicit,retrieval,explicit,C385,C385,True,True,1.0,2049,60
440,ordering-0-explicit,ordering,explicit,Davi,Davi,True,True,1.0,375,48
441,ordering-2-plain,ordering,plain,Ben,Ben,True,True,1.0,350,47
442,retrieval-128-middle-1-plain,retrieval,plain,C385,C385,True,True,1.0,2024,60
443,object_tracking-7-plain,object_tracking,plain,kitchen,kitchen,True,True,1.0,369,48
444,retrieval-16-end-1-plain,retrieval,plain,C566,C566,True,True,1.0,568,60
445,object_tracking-4-explicit,object_tracking,explicit,hall,hall,True,True,1.0,394,47
446,arithmetic-5-False-reversed,arithmetic,reversed,167,167,True,True,1.0,371,55
447,negation-1-reversed,negation,reversed,yes,yes,True,True,0.81,336,42
448,ordering-2-reversed,ordering,reversed,Ben,Ben,True,True,1.0,350,47
449,retrieval-16-end-2-explicit,retrieval,explicit,C577,C577,True,True,1.0,593,60
450,evidence-3-plain,evidence,plain,yes,yes,True,True,1.0,338,42
451,negation-2-explicit,negation,explicit,yes,yes,True,True,1.0,359,42
452,negation-0-explicit,negation,explicit,no,no,True,True,1.0,360,42
453,arithmetic-5-False-explicit,arithmetic,explicit,167,167,True,True,1.0,396,55
454,arithmetic-2-False-explicit,arithmetic,explicit,22,22,True,True,1.0,383,49
455,retrieval-128-end-2-reversed,retrieval,reversed,C733,C733,True,True,1.0,2024,60
456,retrieval-512-end-0-plain,retrieval,plain,C961,C961,True,True,1.0,7016,60
457,negation-1-plain,negation,plain,yes,yes,True,True,0.77,336,42
458,prerequisite-1-True-plain,prerequisite,plain,no,no,True,True,1.0,359,42
459,retrieval-512-middle-0-reversed,retrieval,reversed,C499,C499,True,True,1.0,7016,60
460,retrieval-128-middle-0-explicit,retrieval,explicit,C374,C374,True,True,1.0,2049,60
461,retrieval-16-end-1-plain,retrieval,plain,C566,C566,True,True,1.0,568,60
462,conditional-4-explicit,conditional,explicit,no,no,True,False,0.99,374,42
463,quantifiers-4-explicit,quantifiers,explicit,no,no,True,True,1.0,371,42
464,prerequisite-2-False-reversed,prerequisite,reversed,yes,yes,True,True,0.99,358,42
465,conditional-5-explicit,conditional,explicit,no,no,True,False,1.0,374,42
466,object_tracking-2-reversed,object_tracking,reversed,garden,garden,True,True,1.0,354,48
467,conditional-3-explicit,conditional,explicit,yes,yes,True,False,1.0,373,42
468,quantifiers-3-reversed,quantifiers,reversed,cannot_be_determined,cannot_be_determined,True,True,0.98,345,46
469,prerequisite-2-True-reversed,prerequisite,reversed,no,no,True,True,1.0,359,42
470,retrieval-512-end-2-plain,retrieval,plain,C983,C983,True,True,1.0,7016,60
471,object_tracking-3-explicit,object_tracking,explicit,office,office,True,True,1.0,379,47
472,retrieval-16-start-1-explicit,retrieval,explicit,C011,C011,True,True,1.0,593,60
473,quantifiers-1-explicit,quantifiers,explicit,no,no,True,True,1.0,370,42
474,object_tracking-6-plain,object_tracking,plain,office,office,True,True,1.0,369,47
475,conditional-4-plain,conditional,plain,no,no,True,False,0.99,349,42
476,object_tracking-7-explicit,object_tracking,explicit,kitchen,kitchen,True,True,1.0,394,48
477,object_tracking-5-reversed,object_tracking,reversed,garden,garden,True,True,1.0,369,48
478,retrieval-128-middle-1-plain,retrieval,plain,C385,C385,True,True,1.0,2024,60
479,evidence-3-explicit,evidence,explicit,yes,yes,True,True,1.0,363,42
480,prerequisite-1-False-explicit,prerequisite,explicit,yes,yes,True,True,1.0,383,42
481,retrieval-16-start-1-explicit,retrieval,explicit,C011,C011,True,True,1.0,593,60
482,arithmetic-1-True-explicit,arithmetic,explicit,15,15,True,True,0.99,402,49
483,negation-1-plain,negation,plain,yes,yes,True,True,0.82,336,42
484,retrieval-512-end-0-reversed,retrieval,reversed,C961,C961,True,True,1.0,7016,60
485,arithmetic-2-True-plain,arithmetic,plain,22,22,True,True,0.99,377,49
486,quantifiers-1-reversed,quantifiers,reversed,no,no,True,True,1.0,345,42
487,retrieval-128-start-1-reversed,retrieval,reversed,C011,C011,True,True,1.0,2024,60
488,prerequisite-1-True-plain,prerequisite,plain,no,no,True,True,1.0,359,42
489,object_tracking-6-explicit,object_tracking,explicit,office,office,True,True,1.0,394,47
490,retrieval-512-middle-2-plain,retrieval,plain,C521,C521,True,True,1.0,7016,60
491,quantifiers-3-plain,quantifiers,plain,cannot_be_determined,cannot_be_determined,True,True,0.99,345,46
492,object_tracking-5-reversed,object_tracking,reversed,garden,garden,True,True,1.0,369,48
493,conditional-5-reversed,conditional,reversed,no,no,True,False,1.0,349,42
494,retrieval-16-end-0-explicit,retrieval,explicit,C555,C555,True,True,1.0,593,60
495,object_tracking-5-plain,object_tracking,plain,garden,garden,True,True,1.0,369,48
496,retrieval-512-end-0-explicit,retrieval,explicit,C961,C961,True,True,1.0,7041,60
497,object_tracking-4-reversed,object_tracking,reversed,hall,hall,True,True,1.0,369,47
498,prerequisite-2-False-reversed,prerequisite,reversed,yes,yes,True,True,0.99,358,42
499,retrieval-16-middle-2-reversed,retrieval,reversed,C318,C318,True,True,1.0,568,60
500,evidence-2-explicit,evidence,explicit,no,no,True,True,1.0,366,42
501,retrieval-128-end-1-explicit,retrieval,explicit,C722,C722,True,True,1.0,2049,60
502,evidence-0-explicit,evidence,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,361,46
503,negation-3-reversed,negation,reversed,no,no,True,True,1.0,335,42
504,arithmetic-0-True-explicit,arithmetic,explicit,7,7,True,True,1.0,397,46
505,object_tracking-0-reversed,object_tracking,reversed,kitchen,kitchen,True,True,1.0,354,48
506,retrieval-16-middle-1-explicit,retrieval,explicit,C307,C307,True,True,1.0,593,60
507,decimal-1-explicit,decimal,explicit,first,first,True,True,1.0,365,38
508,evidence-1-reversed,evidence,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,339,46
509,prerequisite-1-True-reversed,prerequisite,reversed,no,no,True,True,1.0,359,42
510,retrieval-512-end-0-reversed,retrieval,reversed,C961,C961,True,True,1.0,7016,60
511,negation-2-explicit,negation,explicit,yes,yes,True,True,1.0,359,42
512,arithmetic-2-True-explicit,arithmetic,explicit,22,22,True,True,0.99,402,49
513,retrieval-512-start-2-reversed,retrieval,reversed,C022,C022,True,True,1.0,7016,60
514,retrieval-512-middle-0-reversed,retrieval,reversed,C499,C499,True,True,1.0,7016,60
515,evidence-5-plain,evidence,plain,no,no,True,True,1.0,337,42
516,object_tracking-6-explicit,object_tracking,explicit,office,office,True,True,1.0,394,47
517,retrieval-128-start-2-reversed,retrieval,reversed,C022,C022,True,True,1.0,2024,60
518,retrieval-16-start-0-explicit,retrieval,explicit,C000,C000,True,True,1.0,593,60
519,retrieval-16-end-0-plain,retrieval,plain,C555,C555,True,True,1.0,568,60
520,conditional-2-reversed,conditional,reversed,yes,yes,True,False,1.0,348,42
521,ordering-0-explicit,ordering,explicit,Davi,Davi,True,True,1.0,375,48
522,retrieval-512-start-1-reversed,retrieval,reversed,C011,C011,True,True,1.0,7016,60
523,evidence-2-explicit,evidence,explicit,no,no,True,True,1.0,366,42
524,arithmetic-1-False-reversed,arithmetic,reversed,15,15,True,True,0.99,358,49
525,prerequisite-2-True-explicit,prerequisite,explicit,no,no,True,True,1.0,384,42
526,arithmetic-4-False-explicit,arithmetic,explicit,92,92,True,True,1.0,392,52
527,object_tracking-1-explicit,object_tracking,explicit,hall,hall,True,True,1.0,379,47
528,conditional-3-plain,conditional,plain,yes,yes,True,False,1.0,348,42
529,prerequisite-0-False-reversed,prerequisite,reversed,yes,yes,True,True,0.99,357,42
530,decimal-4-reversed,decimal,reversed,second,second,True,True,1.0,340,38
531,retrieval-128-start-1-reversed,retrieval,reversed,C011,C011,True,True,1.0,2024,60
532,evidence-5-explicit,evidence,explicit,no,no,True,True,1.0,362,42
533,retrieval-512-middle-2-reversed,retrieval,reversed,C521,C521,True,True,1.0,7016,60
534,quantifiers-2-reversed,quantifiers,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,345,46
535,retrieval-128-middle-1-explicit,retrieval,explicit,C385,C385,True,True,1.0,2049,60
536,retrieval-16-start-1-plain,retrieval,plain,C011,C011,True,True,1.0,568,60
537,conditional-7-explicit,conditional,explicit,yes,yes,True,False,1.0,373,42
538,object_tracking-6-plain,object_tracking,plain,office,office,True,True,1.0,369,47
539,ordering-5-explicit,ordering,explicit,Ben,Ben,True,True,1.0,376,47
540,arithmetic-2-True-reversed,arithmetic,reversed,22,22,True,True,0.99,377,49
541,retrieval-512-end-0-explicit,retrieval,explicit,C961,C961,True,True,1.0,7041,60
542,retrieval-128-start-1-explicit,retrieval,explicit,C011,C011,True,True,1.0,2049,60
543,object_tracking-3-plain,object_tracking,plain,office,office,True,True,1.0,354,47
544,prerequisite-2-True-reversed,prerequisite,reversed,no,no,True,True,1.0,359,42
545,arithmetic-1-False-explicit,arithmetic,explicit,15,15,True,True,1.0,383,49
546,retrieval-16-middle-0-explicit,retrieval,explicit,C296,C296,True,True,1.0,593,60
547,retrieval-16-start-1-reversed,retrieval,reversed,C011,C011,True,True,1.0,568,60
548,quantifiers-0-explicit,quantifiers,explicit,yes,yes,True,True,0.99,370,42
549,retrieval-128-start-2-reversed,retrieval,reversed,C022,C022,True,True,1.0,2024,60
550,retrieval-512-middle-2-reversed,retrieval,reversed,C521,C521,True,True,1.0,7016,60
551,retrieval-128-end-1-reversed,retrieval,reversed,C722,C722,True,True,1.0,2024,60
552,arithmetic-4-False-explicit,arithmetic,explicit,92,92,True,True,1.0,392,52
553,object_tracking-7-reversed,object_tracking,reversed,kitchen,kitchen,True,True,1.0,369,48
554,quantifiers-5-reversed,quantifiers,reversed,yes,yes,True,True,0.71,342,42
555,prerequisite-0-True-reversed,prerequisite,reversed,no,no,True,True,1.0,358,42
556,prerequisite-0-False-plain,prerequisite,plain,yes,yes,True,True,1.0,357,42
557,retrieval-128-middle-0-reversed,retrieval,reversed,C374,C374,True,True,1.0,2024,60
558,negation-2-plain,negation,plain,yes,yes,True,True,0.95,334,42
559,retrieval-128-end-0-plain,retrieval,plain,C711,C711,True,True,1.0,2024,60
560,retrieval-16-end-0-reversed,retrieval,reversed,C555,C555,True,True,1.0,568,60
561,object_tracking-1-plain,object_tracking,plain,hall,hall,True,True,1.0,354,47
562,quantifiers-4-explicit,quantifiers,explicit,no,no,True,True,1.0,371,42
563,decimal-0-explicit,decimal,explicit,second,second,True,True,0.95,365,38
564,ordering-3-plain,ordering,plain,Davi,Davi,True,True,1.0,349,48
565,retrieval-512-start-0-explicit,retrieval,explicit,C000,C000,True,True,1.0,7041,60
566,retrieval-512-end-2-plain,retrieval,plain,C983,C983,True,True,1.0,7016,60
567,quantifiers-4-plain,quantifiers,plain,no,no,True,True,1.0,346,42
568,retrieval-16-end-0-plain,retrieval,plain,C555,C555,True,True,1.0,568,60
569,prerequisite-0-True-explicit,prerequisite,explicit,no,no,True,True,1.0,383,42
570,retrieval-128-middle-2-explicit,retrieval,explicit,C396,C396,True,True,1.0,2049,60
571,object_tracking-7-plain,object_tracking,plain,kitchen,kitchen,True,True,1.0,369,48
572,retrieval-512-start-1-explicit,retrieval,explicit,C011,C011,True,True,1.0,7041,60
573,retrieval-128-end-1-reversed,retrieval,reversed,C722,C722,True,True,1.0,2024,60
574,object_tracking-3-reversed,object_tracking,reversed,office,office,True,True,1.0,354,47
575,retrieval-128-start-0-plain,retrieval,plain,C000,C000,True,True,1.0,2024,60
576,object_tracking-6-plain,object_tracking,plain,office,office,True,True,1.0,369,47
577,quantifiers-7-reversed,quantifiers,reversed,cannot_be_determined,cannot_be_determined,True,True,0.94,341,46
578,prerequisite-0-True-plain,prerequisite,plain,no,no,True,True,1.0,358,42
579,object_tracking-2-reversed,object_tracking,reversed,garden,garden,True,True,1.0,354,48
580,prerequisite-1-False-reversed,prerequisite,reversed,yes,yes,True,True,1.0,358,42
581,arithmetic-3-False-explicit,arithmetic,explicit,44,44,True,True,1.0,387,50
582,prerequisite-2-True-explicit,prerequisite,explicit,no,no,True,True,1.0,384,42
583,arithmetic-0-True-explicit,arithmetic,explicit,7,7,True,True,0.99,397,46
584,object_tracking-1-reversed,object_tracking,reversed,hall,hall,True,True,1.0,354,47
585,object_tracking-3-plain,object_tracking,plain,office,office,True,True,1.0,354,47
586,ordering-3-plain,ordering,plain,Davi,Davi,True,True,1.0,349,48
587,quantifiers-6-plain,quantifiers,plain,no,no,True,True,1.0,342,42
588,negation-0-reversed,negation,reversed,no,no,True,True,1.0,335,42
589,arithmetic-0-False-explicit,arithmetic,explicit,7,7,True,True,1.0,378,46
590,prerequisite-0-True-plain,prerequisite,plain,no,no,True,True,1.0,358,42
591,prerequisite-0-False-explicit,prerequisite,explicit,yes,yes,True,True,0.99,382,42
592,evidence-0-reversed,evidence,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,336,46
593,arithmetic-3-True-plain,arithmetic,plain,44,44,True,True,0.99,381,50
594,quantifiers-0-reversed,quantifiers,reversed,yes,yes,True,True,0.99,345,42
595,retrieval-16-end-2-plain,retrieval,plain,C577,C577,True,True,1.0,568,60
596,object_tracking-1-explicit,object_tracking,explicit,hall,hall,True,True,1.0,379,47
597,retrieval-16-middle-0-reversed,retrieval,reversed,C296,C296,True,True,1.0,568,60
598,arithmetic-0-True-plain,arithmetic,plain,7,7,True,True,0.99,372,46
599,retrieval-512-start-0-reversed,retrieval,reversed,C000,C000,True,True,1.0,7016,60
600,retrieval-128-end-0-reversed,retrieval,reversed,C711,C711,True,True,1.0,2024,60
601,prerequisite-3-True-explicit,prerequisite,explicit,no,no,True,True,1.0,387,42
602,retrieval-512-end-2-explicit,retrieval,explicit,C983,C983,True,True,1.0,7041,60
603,prerequisite-0-True-reversed,prerequisite,reversed,no,no,True,True,1.0,358,42
604,arithmetic-3-False-plain,arithmetic,plain,44,44,True,True,1.0,362,50
605,prerequisite-3-False-explicit,prerequisite,explicit,yes,yes,True,True,0.99,386,42
606,evidence-5-reversed,evidence,reversed,no,no,True,True,1.0,337,42
607,arithmetic-5-True-reversed,arithmetic,reversed,167,167,True,True,1.0,390,55
608,conditional-1-explicit,conditional,explicit,cannot_be_determined,cannot_be_determined,True,False,0.74,374,46
609,quantifiers-5-plain,quantifiers,plain,yes,yes,True,True,0.8,342,42
610,conditional-3-explicit,conditional,explicit,yes,yes,True,False,1.0,373,42
611,retrieval-128-middle-0-explicit,retrieval,explicit,C374,C374,True,True,1.0,2049,60
612,evidence-1-explicit,evidence,explicit,cannot_be_determined,cannot_be_determined,True,True,0.99,364,46
613,retrieval-16-end-2-explicit,retrieval,explicit,C577,C577,True,True,1.0,593,60
614,conditional-3-plain,conditional,plain,yes,yes,True,False,1.0,348,42
615,arithmetic-5-True-reversed,arithmetic,reversed,167,167,True,True,1.0,390,55
616,conditional-7-plain,conditional,plain,yes,yes,True,False,0.99,348,42
617,arithmetic-4-False-explicit,arithmetic,explicit,92,92,True,True,1.0,392,52
618,arithmetic-5-True-explicit,arithmetic,explicit,167,167,True,True,1.0,415,55
619,arithmetic-3-True-reversed,arithmetic,reversed,44,44,True,True,0.99,381,50
620,retrieval-512-start-0-explicit,retrieval,explicit,C000,C000,True,True,1.0,7041,60
621,prerequisite-3-True-reversed,prerequisite,reversed,no,no,True,True,1.0,362,42
622,retrieval-128-start-0-reversed,retrieval,reversed,C000,C000,True,True,1.0,2024,60
623,retrieval-16-end-2-reversed,retrieval,reversed,C577,C577,True,True,1.0,568,60
624,retrieval-128-end-0-explicit,retrieval,explicit,C711,C711,True,True,1.0,2049,60
625,arithmetic-3-True-reversed,arithmetic,reversed,44,44,True,True,0.99,381,50
626,quantifiers-6-reversed,quantifiers,reversed,no,no,True,True,1.0,342,42
627,ordering-1-reversed,ordering,reversed,Ben,Ben,True,True,1.0,351,47
628,retrieval-512-middle-0-explicit,retrieval,explicit,C499,C499,True,True,1.0,7041,60
629,retrieval-128-start-1-explicit,retrieval,explicit,C011,C011,True,True,1.0,2049,60
630,quantifiers-6-reversed,quantifiers,reversed,no,no,True,True,1.0,342,42
631,negation-3-plain,negation,plain,no,no,True,True,1.0,335,42
632,arithmetic-4-True-plain,arithmetic,plain,92,92,True,True,0.99,386,52
633,retrieval-128-end-2-plain,retrieval,plain,C733,C733,True,True,1.0,2024,60
634,ordering-4-plain,ordering,plain,Davi,Davi,True,True,1.0,350,48
635,arithmetic-3-False-reversed,arithmetic,reversed,44,44,True,True,1.0,362,50
636,negation-1-plain,negation,plain,yes,yes,True,True,0.74,336,42
637,quantifiers-0-plain,quantifiers,plain,yes,yes,True,True,0.98,345,42
638,arithmetic-1-False-explicit,arithmetic,explicit,15,15,True,True,0.99,383,49
639,prerequisite-3-True-plain,prerequisite,plain,no,no,True,True,1.0,362,42
640,arithmetic-5-True-plain,arithmetic,plain,167,167,True,True,1.0,390,55
641,retrieval-512-end-2-reversed,retrieval,reversed,C983,C983,True,True,1.0,7016,60
642,decimal-5-reversed,decimal,reversed,equal,equal,True,True,1.0,342,38
643,quantifiers-0-plain,quantifiers,plain,yes,yes,True,True,0.99,345,42
644,retrieval-128-end-0-plain,retrieval,plain,C711,C711,True,True,1.0,2024,60
645,retrieval-16-middle-0-plain,retrieval,plain,C296,C296,True,True,1.0,568,60
646,retrieval-128-start-2-reversed,retrieval,reversed,C022,C022,True,True,1.0,2024,60
647,decimal-1-reversed,decimal,reversed,first,first,True,True,1.0,340,38
648,retrieval-128-middle-0-reversed,retrieval,reversed,C374,C374,True,True,1.0,2024,60
649,evidence-0-plain,evidence,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,336,46
650,prerequisite-0-True-plain,prerequisite,plain,no,no,True,True,1.0,358,42
651,arithmetic-4-True-plain,arithmetic,plain,92,92,True,True,1.0,386,52
652,prerequisite-3-True-reversed,prerequisite,reversed,no,no,True,True,1.0,362,42
653,decimal-1-plain,decimal,plain,first,first,True,True,1.0,340,38
654,decimal-4-explicit,decimal,explicit,second,second,True,True,1.0,365,38
655,decimal-4-plain,decimal,plain,second,second,True,True,1.0,340,38
656,arithmetic-5-False-plain,arithmetic,plain,167,167,True,True,1.0,371,55
657,ordering-5-reversed,ordering,reversed,Ben,Ben,True,True,1.0,351,47
658,conditional-6-plain,conditional,plain,cannot_be_determined,no,False,False,0.63,348,42
659,conditional-7-explicit,conditional,explicit,yes,yes,True,False,1.0,373,42
660,arithmetic-4-False-plain,arithmetic,plain,92,92,True,True,1.0,367,52
661,quantifiers-4-reversed,quantifiers,reversed,no,no,True,True,1.0,346,42
662,evidence-3-plain,evidence,plain,yes,yes,True,True,1.0,338,42
663,evidence-0-explicit,evidence,explicit,cannot_be_determined,cannot_be_determined,True,True,1.0,361,46
664,arithmetic-2-False-reversed,arithmetic,reversed,22,22,True,True,1.0,358,49
665,retrieval-512-start-2-reversed,retrieval,reversed,C022,C022,True,True,1.0,7016,60
666,evidence-5-plain,evidence,plain,no,no,True,True,1.0,337,42
667,retrieval-128-end-1-plain,retrieval,plain,C722,C722,True,True,1.0,2024,60
668,object_tracking-1-reversed,object_tracking,reversed,hall,hall,True,True,1.0,354,47
669,conditional-3-reversed,conditional,reversed,yes,yes,True,False,1.0,348,42
