case_id,group,trial,question,expected,choice,correct,confidence,target_probability,top_probability,brier
factor-state-direct-1-0,factorial,437,answer,drive,walk,False,0.82,0.07,0.89,1.6585999999999999
count-straberry-spaced,counting,438,answer,3,3,True,0.39,0.46,0.46,0.41840000000000005
length-256-neutral-end-checks,length,439,bring,yes,yes,True,0.98,0.98,0.98,0.0006000000000000007
length-256-neutral-end-checks,length,439,walk,no,no,True,0.58,0.71,0.71,0.13740000000000002
transfer-weigh-direct,transfer,440,answer,drive,walk,False,0.46,0.27,0.73,1.0657999999999999
transfer-mobile-direct,transfer,441,answer,walk,walk,True,1.0,1.0,1.0,0.0
count-strawberries-spaced,counting,442,answer,3,4,False,0.26,0.15,0.34,0.9014
count-strawberry-spaced,counting,443,answer,3,3,True,0.4,0.46,0.46,0.4194
count-banana-plain,counting,444,answer,0,0,True,0.51,0.55,0.55,0.39619999999999994
length-256-walking-middle-checks,length,445,bring,yes,yes,True,0.92,0.95,0.95,0.0050000000000000044
length-256-walking-middle-checks,length,445,walk,no,no,True,0.64,0.75,0.75,0.1118
length-256-walking-middle-checks,length,446,bring,yes,yes,True,0.89,0.93,0.93,0.009799999999999993
length-256-walking-middle-checks,length,446,walk,no,no,True,0.59,0.72,0.72,0.1418
transfer-inspection-goal,transfer,447,answer,drive,walk,False,0.88,0.06,0.94,1.7671999999999999
transfer-wash-checks,transfer,448,bring,yes,yes,True,0.98,0.99,0.99,0.0002000000000000002
transfer-wash-checks,transfer,448,walk,no,no,True,0.99,0.99,0.99,0.0002000000000000002
transfer-receipt-direct,transfer,449,answer,walk,walk,True,1.0,1.0,1.0,0.0
longtransfer-pickup-512-start-direct,long_transfer,450,answer,walk,walk,True,0.92,0.96,0.96,0.003200000000000003
factor-state-direct-0-1,factorial,451,answer,drive,walk,False,0.91,0.05,0.95,1.805
factor-inline-direct-0-0,factorial,452,answer,drive,walk,False,0.82,0.09,0.91,1.6562000000000001
count-river-spaced,counting,453,answer,2,2,True,0.74,0.77,0.77,0.08659999999999998
transfer-trade-checks,transfer,454,bring,yes,no,False,0.55,0.28,0.7,1.0088
transfer-trade-checks,transfer,454,walk,no,no,True,0.88,0.92,0.92,0.011399999999999993
factor-state-goal-1-0,factorial,455,answer,drive,walk,False,0.66,0.2,0.77,1.2338
length-256-walking-middle-checks,length,456,bring,yes,yes,True,0.88,0.92,0.92,0.012799999999999994
length-256-walking-middle-checks,length,456,walk,no,no,True,0.66,0.77,0.77,0.0938
length-1024-walking-middle-direct,length,457,answer,drive,walk,False,0.95,0.03,0.97,1.8818
transfer-wash-goal,transfer,458,answer,drive,walk,False,0.67,0.16,0.84,1.4111999999999998
factor-state-goal-1-1,factorial,459,answer,drive,walk,False,0.6,0.21,0.74,1.1742000000000001
length-8192-walking-start-checks,length,460,bring,yes,yes,True,0.86,0.91,0.91,0.016199999999999992
length-8192-walking-start-checks,length,460,walk,no,no,True,0.62,0.74,0.74,0.12140000000000001
count-cherry-algorithm,counting,461,answer,2,2,True,0.78,0.81,0.81,0.05459999999999998
factor-inline-direct-0-1,factorial,462,answer,drive,walk,False,0.84,0.08,0.92,1.6928
count-qrzrpr-plain,counting,463,answer,3,3,True,0.36,0.43,0.43,0.4982000000000001
count-blueberry-algorithm,counting,464,answer,2,1,False,0.83,0.04,0.86,1.6711999999999998
longtransfer-supplies-4096-end-direct,long_transfer,465,answer,walk,walk,True,1.0,1.0,1.0,0.0
length-256-walking-middle-direct,length,466,answer,drive,walk,False,0.88,0.06,0.94,1.7671999999999999
count-straberry-plain,counting,467,answer,3,3,True,0.43,0.48,0.48,0.4202
count-strawberry-spaced,counting,468,answer,3,3,True,0.37,0.43,0.43,0.4756000000000001
factor-inline-goal-0-0,factorial,469,answer,drive,walk,False,0.03,0.48,0.52,0.5408000000000001
count-banana-algorithm,counting,470,answer,0,1,False,0.67,0.28,0.7,1.0088
length-4096-neutral-end-direct,length,471,answer,drive,walk,False,0.98,0.01,0.99,1.9602
length-4096-neutral-start-checks,length,472,bring,yes,yes,True,0.96,0.97,0.97,0.0014000000000000017
length-4096-neutral-start-checks,length,472,walk,no,no,True,0.74,0.83,0.83,0.04740000000000001
factor-state-direct-1-0,factorial,473,answer,drive,walk,False,0.8,0.09,0.87,1.5866
count-error-spaced,counting,474,answer,3,2,False,0.66,0.2,0.69,1.1244
transfer-refund-checks,transfer,475,bring,no,no,True,1.0,1.0,1.0,0.0
transfer-refund-checks,transfer,475,walk,yes,yes,True,0.99,1.0,1.0,0.0
length-256-walking-start-checks,length,476,bring,yes,yes,True,0.89,0.93,0.93,0.009799999999999993
length-256-walking-start-checks,length,476,walk,no,no,True,0.6,0.74,0.74,0.11760000000000001
count-abracadabra-spaced,counting,477,answer,2,3,False,0.42,0.3,0.48,0.7504
factor-state-goal-0-0,factorial,478,answer,drive,walk,False,0.61,0.2,0.8,1.2800000000000002
key-answer,question_key,479,answer,drive,walk,False,0.92,0.04,0.96,1.8432
count-rrabr-algorithm,counting,480,answer,3,3,True,0.59,0.63,0.63,0.22499999999999998
length-1024-neutral-end-direct,length,481,answer,drive,walk,False,0.95,0.03,0.97,1.8818
count-straberry-spaced,counting,482,answer,3,3,True,0.41,0.47000000000000003,0.47000000000000003,0.39860000000000007
count-strawberry-algorithm,counting,483,answer,3,2,False,0.48,0.4,0.53,0.6434
transfer-tires-checks,transfer,484,bring,yes,yes,True,0.93,0.95,0.95,0.004200000000000004
transfer-tires-checks,transfer,484,walk,no,no,True,0.93,0.96,0.96,0.002600000000000003
transfer-supplies-goal,transfer,485,answer,walk,walk,True,1.0,1.0,1.0,0.0
factor-state-direct-1-1,factorial,486,answer,drive,walk,False,0.9,0.05,0.93,1.7678
count-rrr-spaced,counting,487,answer,3,3,True,0.99,1.0,1.0,0.0
rule-feasibility,options,488,answer,drive,walk,False,0.94,0.03,0.97,1.8818
length-4096-walking-middle-direct,length,489,answer,drive,walk,False,0.96,0.02,0.98,1.9207999999999998
length-4096-walking-end-direct,length,490,answer,drive,walk,False,0.94,0.03,0.97,1.8818
factor-inline-direct-1-1,factorial,491,answer,drive,walk,False,0.87,0.02,0.91,1.7933999999999999
count-rrr-algorithm,counting,492,answer,3,3,True,1.0,1.0,1.0,0.0
transfer-job-goal,transfer,493,answer,walk,walk,True,1.0,1.0,1.0,0.0
length-1024-walking-end-checks,length,494,bring,yes,yes,True,0.91,0.94,0.94,0.006200000000000007
length-1024-walking-end-checks,length,494,walk,no,no,True,0.63,0.75,0.75,0.10819999999999999
transfer-tires-checks,transfer,495,bring,yes,yes,True,0.92,0.95,0.95,0.004200000000000004
transfer-tires-checks,transfer,495,walk,no,no,True,0.96,0.97,0.97,0.0014000000000000017
factor-inline-goal-0-1,factorial,496,answer,drive,drive,True,0.2,0.6,0.6,0.32000000000000006
transfer-trade-direct,transfer,497,answer,drive,walk,False,0.32,0.34,0.66,0.8712
transfer-trade-goal,transfer,498,answer,drive,walk,False,0.91,0.05,0.95,1.805
count-raspberry-plain,counting,499,answer,3,2,False,0.66,0.21,0.7,1.1206
longtransfer-inspection-512-start-checks,long_transfer,500,bring,yes,yes,True,0.99,0.99,0.99,0.0002000000000000002
longtransfer-inspection-512-start-checks,long_transfer,500,walk,no,no,True,0.94,0.96,0.96,0.002600000000000003
longtransfer-supplies-4096-start-direct,long_transfer,501,answer,walk,walk,True,1.0,1.0,1.0,0.0
count-straberry-spaced,counting,502,answer,3,3,True,0.35,0.41,0.41,0.4932000000000001
transfer-oil-goal,transfer,503,answer,drive,walk,False,0.54,0.23,0.77,1.1858
count-r-plain,counting,504,answer,1,1,True,0.99,1.0,1.0,0.0
factor-state-goal-1-0,factorial,505,answer,drive,walk,False,0.71,0.16,0.81,1.3626
key-transport,question_key,506,transport,drive,walk,False,0.92,0.04,0.96,1.8432
factor-state-goal-0-1,factorial,507,answer,drive,walk,False,0.24,0.38,0.62,0.7688
factor-state-goal-0-1,factorial,508,answer,drive,walk,False,0.34,0.33,0.67,0.8977999999999999
transfer-receipt-direct,transfer,509,answer,walk,walk,True,1.0,1.0,1.0,0.0
batch-transport,batching,510,transport,drive,walk,False,0.79,0.1,0.9,1.62
length-8192-neutral-start-checks,length,511,bring,yes,yes,True,0.96,0.97,0.97,0.0014000000000000017
length-8192-neutral-start-checks,length,511,walk,no,no,True,0.66,0.77,0.77,0.09059999999999999
factor-inline-direct-0-1,factorial,512,answer,drive,walk,False,0.83,0.09,0.91,1.6562000000000001
length-256-neutral-start-checks,length,513,bring,yes,yes,True,0.96,0.98,0.98,0.0006000000000000007
length-256-neutral-start-checks,length,513,walk,no,no,True,0.72,0.81,0.81,0.05819999999999998
count-rrr-plain,counting,514,answer,3,3,True,1.0,1.0,1.0,0.0
transfer-wash-checks,transfer,515,bring,yes,yes,True,0.98,0.99,0.99,0.0002000000000000002
transfer-wash-checks,transfer,515,walk,no,no,True,0.99,0.99,0.99,0.0002000000000000002
count-r-spaced,counting,516,answer,1,1,True,0.99,1.0,1.0,0.0
count-strawberries-plain,counting,517,answer,3,2,False,0.43,0.34,0.49,0.6885999999999999
count-raspberry-spaced,counting,518,answer,3,3,True,0.45,0.51,0.51,0.33859999999999996
factor-inline-goal-1-1,factorial,519,answer,drive,drive,True,0.31,0.54,0.54,0.34619999999999995
length-256-neutral-middle-direct,length,520,answer,drive,walk,False,0.99,0.01,0.99,1.9602
factor-state-goal-1-1,factorial,521,answer,drive,walk,False,0.44,0.31,0.62,0.8654
key-answer,question_key,522,answer,drive,walk,False,0.87,0.06,0.94,1.7671999999999999
count-rrrrrr-spaced,counting,523,answer,6,6,True,0.95,0.96,0.96,0.002600000000000003
factor-inline-direct-1-1,factorial,524,answer,drive,walk,False,0.89,0.01,0.93,1.8486
factor-state-goal-0-1,factorial,525,answer,drive,walk,False,0.19,0.41,0.59,0.6962
factor-inline-goal-0-0,factorial,526,answer,drive,drive,True,0.05,0.53,0.53,0.44179999999999997
batch-A,batching,527,A,yes,yes,True,0.97,0.98,0.98,0.0008000000000000008
count-error-spaced,counting,528,answer,3,2,False,0.68,0.19,0.71,1.1668
transfer-job-checks,transfer,529,bring,no,no,True,1.0,1.0,1.0,0.0
transfer-job-checks,transfer,529,walk,yes,yes,True,0.97,0.98,0.98,0.0006000000000000007
factor-inline-direct-1-0,factorial,530,answer,drive,walk,False,0.7,0.12,0.8,1.4208
count-straberry-algorithm,counting,531,answer,3,3,True,0.4,0.46,0.46,0.4766
factor-state-direct-1-1,factorial,532,answer,drive,walk,False,0.85,0.07,0.9,1.6758
longtransfer-supplies-4096-start-direct,long_transfer,533,answer,walk,walk,True,1.0,1.0,1.0,0.0
factor-inline-goal-0-1,factorial,534,answer,drive,drive,True,0.21,0.61,0.61,0.3042
factor-state-direct-1-1,factorial,535,answer,drive,walk,False,0.82,0.09,0.88,1.6034
length-1024-neutral-end-direct,length,536,answer,drive,walk,False,0.95,0.03,0.97,1.8818
transfer-weigh-checks,transfer,537,bring,yes,yes,True,0.95,0.97,0.97,0.0018000000000000017
transfer-weigh-checks,transfer,537,walk,no,no,True,0.97,0.99,0.99,0.0002000000000000002
factor-inline-direct-0-0,factorial,538,answer,drive,walk,False,0.78,0.11,0.89,1.5842
factor-inline-direct-0-0,factorial,539,answer,drive,walk,False,0.76,0.12,0.88,1.5488
length-1024-neutral-end-checks,length,540,bring,yes,yes,True,0.96,0.98,0.98,0.0006000000000000007
length-1024-neutral-end-checks,length,540,walk,no,no,True,0.58,0.72,0.72,0.11940000000000002
length-8192-neutral-end-checks,length,541,bring,yes,yes,True,0.97,0.98,0.98,0.0006000000000000007
length-8192-neutral-end-checks,length,541,walk,no,no,True,0.62,0.75,0.75,0.10819999999999999
factor-state-direct-1-1,factorial,542,answer,drive,walk,False,0.87,0.05,0.92,1.7498
length-4096-walking-middle-direct,length,543,answer,drive,walk,False,0.96,0.02,0.98,1.9207999999999998
count-r-algorithm,counting,544,answer,1,1,True,0.98,0.99,0.99,0.0002000000000000002
count-rrrrrr-algorithm,counting,545,answer,6,4,False,0.49,0.37,0.54,0.6920000000000001
count-straberry-plain,counting,546,answer,3,3,True,0.43,0.49,0.49,0.4208
count-banana-algorithm,counting,547,answer,0,1,False,0.63,0.3,0.67,0.9398
transfer-weigh-checks,transfer,548,bring,yes,yes,True,0.94,0.96,0.96,0.003200000000000003
transfer-weigh-checks,transfer,548,walk,no,no,True,0.99,0.99,0.99,0.0002000000000000002
transfer-trade-checks,transfer,549,bring,yes,no,False,0.52,0.31,0.68,0.9386
transfer-trade-checks,transfer,549,walk,no,no,True,0.86,0.9,0.9,0.018199999999999994
batch-transport,batching,550,transport,drive,walk,False,0.77,0.11,0.89,1.5842
transfer-trade-direct,transfer,551,answer,drive,walk,False,0.26,0.37,0.63,0.7938000000000001
length-1024-walking-end-direct,length,552,answer,drive,walk,False,0.91,0.04,0.96,1.8432
count-blueberry-spaced,counting,553,answer,2,1,False,0.69,0.26,0.73,1.0806
factor-inline-goal-1-0,factorial,554,answer,drive,drive,True,0.36,0.57,0.57,0.3194
transfer-job-direct,transfer,555,answer,walk,walk,True,1.0,1.0,1.0,0.0
count-straberry-algorithm,counting,556,answer,3,3,True,0.39,0.46,0.46,0.4702
count-RrR-plain,counting,557,answer,3,3,True,0.98,0.99,0.99,0.0002000000000000002
batch-B,batching,558,B,no,no,True,0.99,1.0,1.0,0.0
factor-inline-goal-1-0,factorial,559,answer,drive,walk,False,0.28,0.4,0.52,0.6368
factor-inline-goal-1-1,factorial,560,answer,drive,drive,True,0.45,0.64,0.64,0.2072
transfer-job-direct,transfer,561,answer,walk,walk,True,1.0,1.0,1.0,0.0
batch-A-B-transport,batching,562,A,yes,yes,True,0.97,0.98,0.98,0.0008000000000000008
batch-A-B-transport,batching,562,B,no,no,True,0.99,1.0,1.0,0.0
batch-A-B-transport,batching,562,transport,drive,walk,False,0.83,0.09,0.91,1.6562000000000001
length-1024-walking-start-direct,length,563,answer,drive,walk,False,0.94,0.03,0.97,1.8818
count-strawberry-algorithm,counting,564,answer,3,2,False,0.48,0.39,0.53,0.6562
length-8192-neutral-middle-checks,length,565,bring,yes,yes,True,0.96,0.97,0.97,0.0014000000000000017
length-8192-neutral-middle-checks,length,565,walk,no,no,True,0.41,0.61,0.61,0.2826
transfer-supplies-goal,transfer,566,answer,walk,walk,True,1.0,1.0,1.0,0.0
count-strawberry-plain,counting,567,answer,3,2,False,0.49,0.39,0.54,0.6657
batch-transport,batching,568,transport,drive,walk,False,0.86,0.07,0.93,1.7298
count-banana-spaced,counting,569,answer,0,0,True,0.98,0.98,0.98,0.0008000000000000008
count-raspberry-spaced,counting,570,answer,3,3,True,0.45,0.5,0.5,0.3554
batch-A-B,batching,571,A,yes,yes,True,0.98,0.99,0.99,0.0002000000000000002
batch-A-B,batching,571,B,no,no,True,0.99,1.0,1.0,0.0
longtransfer-wash-4096-end-checks,long_transfer,572,bring,yes,yes,True,0.99,1.0,1.0,0.0
longtransfer-wash-4096-end-checks,long_transfer,572,walk,no,no,True,0.9,0.9299999999999999,0.9299999999999999,0.008600000000000009
factor-inline-goal-0-0,factorial,573,answer,drive,drive,True,0.09,0.55,0.55,0.40499999999999997
batch-transport,batching,574,transport,drive,walk,False,0.84,0.08,0.92,1.6928
count-r-plain,counting,575,answer,1,1,True,0.99,1.0,1.0,0.0
count-cherry-plain,counting,576,answer,2,2,True,0.82,0.84,0.84,0.03860000000000001
batch-A,batching,577,A,yes,yes,True,0.97,0.98,0.98,0.0008000000000000008
key-answer,question_key,578,answer,drive,walk,False,0.85,0.07,0.93,1.7298
factor-inline-direct-0-0,factorial,579,answer,drive,walk,False,0.8,0.1,0.9,1.62
length-256-walking-end-checks,length,580,bring,yes,yes,True,0.92,0.94,0.94,0.006200000000000007
length-256-walking-end-checks,length,580,walk,no,no,True,0.8,0.86,0.86,0.031200000000000006
key-transport,question_key,581,transport,drive,walk,False,0.84,0.08,0.92,1.6928
length-256-neutral-start-checks,length,582,bring,yes,yes,True,0.95,0.97,0.97,0.0014000000000000017
length-256-neutral-start-checks,length,582,walk,no,no,True,0.65,0.76,0.76,0.09140000000000001
transfer-pickup-goal,transfer,583,answer,walk,walk,True,1.0,1.0,1.0,0.0
transfer-wash-checks,transfer,584,bring,yes,yes,True,0.98,0.99,0.99,0.0002000000000000002
transfer-wash-checks,transfer,584,walk,no,no,True,0.99,0.99,0.99,0.0002000000000000002
length-1024-walking-end-checks,length,585,bring,yes,yes,True,0.91,0.94,0.94,0.006200000000000007
length-1024-walking-end-checks,length,585,walk,no,no,True,0.76,0.84,0.84,0.043400000000000015
factor-inline-direct-1-0,factorial,586,answer,drive,walk,False,0.64,0.15,0.75,1.295
key-answer,question_key,587,answer,drive,walk,False,0.86,0.07,0.93,1.7298
count-raspberry-spaced,counting,588,answer,3,3,True,0.44,0.5,0.5,0.3534
count-strawberry-spaced,counting,589,answer,3,3,True,0.33,0.4,0.4,0.5372
count-r-spaced,counting,590,answer,1,1,True,0.99,1.0,1.0,0.0
length-1024-neutral-end-direct,length,591,answer,drive,walk,False,0.99,0.0,1.0,2.0
count-straberry-plain,counting,592,answer,3,3,True,0.43,0.48,0.48,0.43900000000000006
factor-inline-direct-0-0,factorial,593,answer,drive,walk,False,0.77,0.11,0.89,1.5842
factor-inline-goal-0-0,factorial,594,answer,drive,drive,True,0.23,0.62,0.62,0.2888
length-4096-neutral-middle-checks,length,595,bring,yes,yes,True,0.97,0.98,0.98,0.0006000000000000007
length-4096-neutral-middle-checks,length,595,walk,no,no,True,0.25,0.5,0.5,0.4632
count-strawberry-plain,counting,596,answer,3,2,False,0.46,0.42,0.51,0.5990000000000001
factor-inline-direct-1-0,factorial,597,answer,drive,walk,False,0.74,0.08,0.83,1.5434
factor-state-goal-0-1,factorial,598,answer,drive,walk,False,0.26,0.37,0.63,0.7938000000000001
options-described,options,599,answer,drive,drive,True,0.28,0.64,0.64,0.2592
factor-state-direct-0-0,factorial,600,answer,drive,walk,False,0.88,0.06,0.94,1.7671999999999999
length-256-walking-end-checks,length,601,bring,yes,yes,True,0.93,0.95,0.95,0.004200000000000004
length-256-walking-end-checks,length,601,walk,no,no,True,0.61,0.74,0.74,0.1142
transfer-oil-direct,transfer,602,answer,drive,drive,True,0.01,0.5,0.5,0.5
factor-inline-goal-1-0,factorial,603,answer,drive,drive,True,0.34,0.56,0.56,0.3354
longtransfer-inspection-4096-start-checks,long_transfer,604,bring,yes,yes,True,0.99,1.0,1.0,0.0
longtransfer-inspection-4096-start-checks,long_transfer,604,walk,no,no,True,0.94,0.96,0.96,0.002600000000000003
count-error-algorithm,counting,605,answer,3,2,False,0.46,0.04,0.51,1.3754
factor-inline-goal-1-0,factorial,606,answer,drive,drive,True,0.28,0.52,0.52,0.4104
count-abracadabra-spaced,counting,607,answer,2,3,False,0.41,0.33,0.47000000000000003,0.6933999999999999
key-transport,question_key,608,transport,drive,walk,False,0.87,0.06,0.94,1.7671999999999999
transfer-inspection-checks,transfer,609,bring,yes,yes,True,0.97,0.98,0.98,0.0006000000000000007
transfer-inspection-checks,transfer,609,walk,no,no,True,0.97,0.98,0.98,0.0008000000000000008
longtransfer-pickup-512-start-checks,long_transfer,610,bring,no,no,True,0.96,0.97,0.97,0.0018000000000000017
longtransfer-pickup-512-start-checks,long_transfer,610,walk,yes,yes,True,0.78,0.86,0.86,0.03660000000000001
length-4096-walking-end-checks,length,611,bring,yes,yes,True,0.89,0.92,0.92,0.011399999999999993
length-4096-walking-end-checks,length,611,walk,no,no,True,0.57,0.72,0.72,0.1338
transfer-job-goal,transfer,612,answer,walk,walk,True,1.0,1.0,1.0,0.0
count-cherry-algorithm,counting,613,answer,2,2,True,0.8,0.83,0.83,0.043400000000000015
key-transport,question_key,614,transport,drive,walk,False,0.84,0.08,0.92,1.6928
factor-inline-goal-0-1,factorial,615,answer,drive,drive,True,0.43,0.72,0.72,0.15680000000000002
length-256-walking-start-direct,length,616,answer,drive,walk,False,0.83,0.08,0.92,1.6928
length-8192-neutral-end-checks,length,617,bring,yes,yes,True,0.95,0.96,0.96,0.002400000000000003
length-8192-neutral-end-checks,length,617,walk,no,no,True,0.29,0.53,0.53,0.38580000000000003
batch-A-B,batching,618,A,yes,yes,True,0.98,0.98,0.98,0.0008000000000000008
batch-A-B,batching,618,B,no,no,True,0.99,1.0,1.0,0.0
batch-transport,batching,619,transport,drive,walk,False,0.9,0.05,0.95,1.805
length-4096-walking-start-direct,length,620,answer,drive,walk,False,0.82,0.09,0.91,1.6562000000000001
length-4096-neutral-start-direct,length,621,answer,drive,walk,False,0.9,0.05,0.95,1.805
batch-A,batching,622,A,yes,yes,True,0.97,0.98,0.98,0.0008000000000000008
length-8192-walking-start-direct,length,623,answer,drive,walk,False,0.83,0.08,0.92,1.6928
transfer-supplies-goal,transfer,624,answer,walk,walk,True,1.0,1.0,1.0,0.0
count-river-spaced,counting,625,answer,2,2,True,0.76,0.79,0.79,0.074
length-4096-neutral-end-direct,length,626,answer,drive,walk,False,0.98,0.01,0.99,1.9602
batch-B,batching,627,B,no,no,True,0.99,1.0,1.0,0.0
length-1024-neutral-start-direct,length,628,answer,drive,walk,False,0.92,0.04,0.96,1.8432
factor-state-goal-1-1,factorial,629,answer,drive,walk,False,0.39,0.34,0.6,0.7991999999999999
count-blueberry-algorithm,counting,630,answer,2,1,False,0.83,0.03,0.85,1.6778
transfer-pickup-direct,transfer,631,answer,walk,walk,True,0.98,0.99,0.99,0.0002000000000000002
longtransfer-pickup-512-start-direct,long_transfer,632,answer,walk,walk,True,0.9,0.95,0.95,0.0050000000000000044
transfer-mobile-goal,transfer,633,answer,walk,walk,True,1.0,1.0,1.0,0.0
count-strawberry-plain,counting,634,answer,3,2,False,0.44,0.44,0.49,0.5562
transfer-supplies-direct,transfer,635,answer,walk,walk,True,1.0,1.0,1.0,0.0
count-rrabr-algorithm,counting,636,answer,3,3,True,0.63,0.67,0.67,0.17939999999999998
factor-state-goal-0-0,factorial,637,answer,drive,walk,False,0.68,0.16,0.84,1.4111999999999998
factor-state-direct-1-1,factorial,638,answer,drive,walk,False,0.87,0.07,0.91,1.6934
count-blueberry-algorithm,counting,639,answer,2,1,False,0.84,0.04,0.85,1.6562
length-8192-neutral-middle-direct,length,640,answer,drive,walk,False,0.96,0.02,0.98,1.9207999999999998
count-river-plain,counting,641,answer,2,2,True,0.7,0.73,0.73,0.1406
factor-state-direct-1-1,factorial,642,answer,drive,walk,False,0.84,0.08,0.89,1.6394
length-0-neutral-start-checks,length,643,bring,yes,yes,True,0.93,0.95,0.95,0.0038000000000000043
length-0-neutral-start-checks,length,643,walk,no,no,True,0.64,0.76,0.76,0.0882
count-raspberry-algorithm,counting,644,answer,3,2,False,0.66,0.2,0.7,1.1382
batch-A,batching,645,A,yes,yes,True,0.98,0.99,0.99,0.0002000000000000002
batch-A,batching,646,A,yes,yes,True,0.98,0.99,0.99,0.0002000000000000002
transfer-inspection-checks,transfer,647,bring,yes,yes,True,0.96,0.98,0.98,0.0006000000000000007
transfer-inspection-checks,transfer,647,walk,no,no,True,0.96,0.98,0.98,0.0008000000000000008
longtransfer-inspection-4096-start-direct,long_transfer,648,answer,drive,walk,False,0.7,0.15,0.85,1.4449999999999998
count-error-plain,counting,649,answer,3,1,False,0.53,0.02,0.58,1.4489999999999998
key-answer,question_key,650,answer,drive,walk,False,0.87,0.06,0.94,1.7671999999999999
count-raspberry-plain,counting,651,answer,3,2,False,0.67,0.2,0.7,1.1382
count-cherry-algorithm,counting,652,answer,2,2,True,0.79,0.81,0.81,0.052499999999999984
count-error-spaced,counting,653,answer,3,2,False,0.67,0.22,0.71,1.1162
count-rrrrrr-algorithm,counting,654,answer,6,6,True,0.47,0.52,0.52,0.4004
length-0-neutral-start-checks,length,655,bring,yes,yes,True,0.93,0.96,0.96,0.002600000000000003
length-0-neutral-start-checks,length,655,walk,no,no,True,0.71,0.81,0.81,0.05539999999999998
length-1024-neutral-middle-checks,length,656,bring,yes,yes,True,0.97,0.98,0.98,0.0006000000000000007
length-1024-neutral-middle-checks,length,656,walk,no,no,True,0.49,0.66,0.66,0.20219999999999996
count-cherry-algorithm,counting,657,answer,2,2,True,0.78,0.81,0.81,0.05459999999999998
factor-inline-goal-1-1,factorial,658,answer,drive,drive,True,0.23,0.49,0.49,0.4382
transfer-mobile-goal,transfer,659,answer,walk,walk,True,1.0,1.0,1.0,0.0
count-r-plain,counting,660,answer,1,1,True,0.99,1.0,1.0,0.0
longtransfer-wash-4096-start-direct,long_transfer,661,answer,drive,walk,False,0.51,0.24,0.76,1.1552
length-256-neutral-end-direct,length,662,answer,drive,walk,False,0.97,0.01,0.99,1.9602
transfer-pickup-checks,transfer,663,bring,no,no,True,0.99,0.99,0.99,0.0002000000000000002
transfer-pickup-checks,transfer,663,walk,yes,yes,True,0.88,0.92,0.92,0.010399999999999993
transfer-refund-checks,transfer,664,bring,no,no,True,1.0,1.0,1.0,0.0
transfer-refund-checks,transfer,664,walk,yes,yes,True,0.99,1.0,1.0,0.0
factor-inline-goal-0-0,factorial,665,answer,drive,drive,True,0.34,0.67,0.67,0.2178
factor-inline-direct-1-1,factorial,666,answer,drive,walk,False,0.9,0.02,0.93,1.8278
length-8192-walking-start-checks,length,667,bring,yes,yes,True,0.87,0.91,0.91,0.016199999999999992
length-8192-walking-start-checks,length,667,walk,no,no,True,0.55,0.7,0.7,0.16380000000000003
transfer-oil-checks,transfer,668,bring,yes,yes,True,0.92,0.95,0.95,0.0038000000000000043
transfer-oil-checks,transfer,668,walk,no,no,True,0.98,0.99,0.99,0.0002000000000000002
count-strawberry-spaced,counting,669,answer,3,3,True,0.38,0.45,0.45,0.44860000000000005
length-4096-walking-end-direct,length,670,answer,drive,walk,False,0.95,0.03,0.97,1.8818
factor-state-goal-0-1,factorial,671,answer,drive,walk,False,0.25,0.37,0.63,0.7938000000000001
count-cherry-algorithm,counting,672,answer,2,2,True,0.75,0.78,0.78,0.0744
length-4096-walking-end-checks,length,673,bring,yes,yes,True,0.92,0.94,0.94,0.006200000000000007
length-4096-walking-end-checks,length,673,walk,no,no,True,0.56,0.71,0.71,0.14820000000000003
count-strawberry-spaced,counting,674,answer,3,3,True,0.34,0.4,0.4,0.5252
longtransfer-pickup-4096-start-checks,long_transfer,675,bring,no,no,True,0.98,0.99,0.99,0.0002000000000000002
longtransfer-pickup-4096-start-checks,long_transfer,675,walk,yes,yes,True,0.78,0.85,0.85,0.03980000000000001
count-rrrrrr-plain,counting,676,answer,6,4,False,0.43,0.46,0.49,0.5326
length-1024-neutral-middle-direct,length,677,answer,drive,walk,False,0.98,0.01,0.99,1.9602
length-256-walking-start-checks,length,678,bring,yes,yes,True,0.93,0.96,0.96,0.003200000000000003
length-256-walking-start-checks,length,678,walk,no,no,True,0.56,0.71,0.71,0.15260000000000004
count-cherry-spaced,counting,679,answer,2,2,True,0.63,0.67,0.67,0.19399999999999995
count-banana-spaced,counting,680,answer,0,0,True,0.95,0.96,0.96,0.003200000000000003
longtransfer-inspection-4096-end-checks,long_transfer,681,bring,yes,yes,True,1.0,1.0,1.0,0.0
longtransfer-inspection-4096-end-checks,long_transfer,681,walk,no,no,True,0.56,0.71,0.71,0.15740000000000004
factor-inline-goal-0-1,factorial,682,answer,drive,drive,True,0.19,0.59,0.59,0.3362
length-256-walking-start-direct,length,683,answer,drive,walk,False,0.91,0.04,0.96,1.8432
factor-state-direct-1-0,factorial,684,answer,drive,walk,False,0.86,0.05,0.91,1.7322
count-blueberry-plain,counting,685,answer,2,1,False,0.84,0.06,0.86,1.6296
transfer-supplies-goal,transfer,686,answer,walk,walk,True,1.0,1.0,1.0,0.0
count-blueberry-plain,counting,687,answer,2,1,False,0.85,0.04,0.87,1.6866
options-described,options,688,answer,drive,drive,True,0.4,0.7,0.7,0.18000000000000002
