id,group,factors,requests,correct,accuracy,question_count,mean_target_probability,mean_confidence,input_tokens,output_tokens,latency_ms,selections
decision-4-collection-direct-True,decision,"{""scenario"": ""4-collection"", ""kind"": ""collection"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,0.9966666666666667,363,33,381.48,"{""answer"": {""go_without"": 3}}"
decision-4-collection-described-True,decision,"{""scenario"": ""4-collection"", ""kind"": ""collection"", ""mode"": ""described"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,386,33,308.19,"{""answer"": {""go_without"": 3}}"
decision-4-collection-check-True,decision,"{""scenario"": ""4-collection"", ""kind"": ""collection"", ""mode"": ""check"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,400,42,296.15,"{""answer"": {""no"": 3}}"
decision-4-appointment-direct-False,decision,"{""scenario"": ""4-appointment"", ""kind"": ""appointment"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,378,33,304.96,"{""answer"": {""go_without"": 3}}"
decision-4-appointment-described-False,decision,"{""scenario"": ""4-appointment"", ""kind"": ""appointment"", ""mode"": ""described"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,401,33,336.31,"{""answer"": {""go_without"": 3}}"
decision-4-appointment-check-False,decision,"{""scenario"": ""4-appointment"", ""kind"": ""appointment"", ""mode"": ""check"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,415,42,333.22,"{""answer"": {""no"": 3}}"
decision-4-appointment-direct-True,decision,"{""scenario"": ""4-appointment"", ""kind"": ""appointment"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,378,33,339.89,"{""answer"": {""go_without"": 3}}"
decision-4-appointment-described-True,decision,"{""scenario"": ""4-appointment"", ""kind"": ""appointment"", ""mode"": ""described"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,401,33,302.48,"{""answer"": {""go_without"": 3}}"
decision-4-appointment-check-True,decision,"{""scenario"": ""4-appointment"", ""kind"": ""appointment"", ""mode"": ""check"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,415,42,348.97,"{""answer"": {""no"": 3}}"
decision-5-service-direct-False,decision,"{""scenario"": ""5-service"", ""kind"": ""service"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.9833333333333333,0.9633333333333333,362,32,311.56,"{""answer"": {""bring"": 3}}"
decision-5-service-described-False,decision,"{""scenario"": ""5-service"", ""kind"": ""service"", ""mode"": ""described"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.99,0.98,383,32,279.61,"{""answer"": {""bring"": 3}}"
decision-5-service-check-False,decision,"{""scenario"": ""5-service"", ""kind"": ""service"", ""mode"": ""check"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,1.0,0.99,399,42,343.66,"{""answer"": {""yes"": 3}}"
decision-5-service-direct-True,decision,"{""scenario"": ""5-service"", ""kind"": ""service"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.9833333333333333,0.96,362,32,299.81,"{""answer"": {""bring"": 3}}"
decision-5-service-described-True,decision,"{""scenario"": ""5-service"", ""kind"": ""service"", ""mode"": ""described"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.9866666666666667,0.97,383,32,356.72,"{""answer"": {""bring"": 3}}"
decision-5-service-check-True,decision,"{""scenario"": ""5-service"", ""kind"": ""service"", ""mode"": ""check"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.9933333333333333,0.99,399,42,323.51,"{""answer"": {""yes"": 3}}"
decision-5-inspection-direct-False,decision,"{""scenario"": ""5-inspection"", ""kind"": ""inspection"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.99,0.99,362,32,312.1,"{""answer"": {""bring"": 3}}"
decision-5-inspection-described-False,decision,"{""scenario"": ""5-inspection"", ""kind"": ""inspection"", ""mode"": ""described"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,1.0,0.99,383,32,325.73,"{""answer"": {""bring"": 3}}"
decision-5-inspection-check-False,decision,"{""scenario"": ""5-inspection"", ""kind"": ""inspection"", ""mode"": ""check"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,1.0,1.0,399,42,279.66,"{""answer"": {""yes"": 3}}"
decision-5-inspection-direct-True,decision,"{""scenario"": ""5-inspection"", ""kind"": ""inspection"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.99,0.9833333333333333,362,32,318.87,"{""answer"": {""bring"": 3}}"
decision-5-inspection-described-True,decision,"{""scenario"": ""5-inspection"", ""kind"": ""inspection"", ""mode"": ""described"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,1.0,0.99,383,32,275.46,"{""answer"": {""bring"": 3}}"
decision-5-inspection-check-True,decision,"{""scenario"": ""5-inspection"", ""kind"": ""inspection"", ""mode"": ""check"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,1.0,1.0,399,42,316.61,"{""answer"": {""yes"": 3}}"
decision-5-collection-direct-False,decision,"{""scenario"": ""5-collection"", ""kind"": ""collection"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,361,33,336.09,"{""answer"": {""go_without"": 3}}"
decision-5-collection-described-False,decision,"{""scenario"": ""5-collection"", ""kind"": ""collection"", ""mode"": ""described"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,382,33,352.97,"{""answer"": {""go_without"": 3}}"
decision-5-collection-check-False,decision,"{""scenario"": ""5-collection"", ""kind"": ""collection"", ""mode"": ""check"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,398,42,290.68,"{""answer"": {""no"": 3}}"
decision-5-collection-direct-True,decision,"{""scenario"": ""5-collection"", ""kind"": ""collection"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,361,33,307.57,"{""answer"": {""go_without"": 3}}"
decision-5-collection-described-True,decision,"{""scenario"": ""5-collection"", ""kind"": ""collection"", ""mode"": ""described"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,382,33,360.87,"{""answer"": {""go_without"": 3}}"
decision-5-collection-check-True,decision,"{""scenario"": ""5-collection"", ""kind"": ""collection"", ""mode"": ""check"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,398,42,318.85,"{""answer"": {""no"": 3}}"
decision-5-appointment-direct-False,decision,"{""scenario"": ""5-appointment"", ""kind"": ""appointment"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,376,33,283.1,"{""answer"": {""go_without"": 3}}"
decision-5-appointment-described-False,decision,"{""scenario"": ""5-appointment"", ""kind"": ""appointment"", ""mode"": ""described"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,397,33,348.61,"{""answer"": {""go_without"": 3}}"
decision-5-appointment-check-False,decision,"{""scenario"": ""5-appointment"", ""kind"": ""appointment"", ""mode"": ""check"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,413,42,295.88,"{""answer"": {""no"": 3}}"
decision-5-appointment-direct-True,decision,"{""scenario"": ""5-appointment"", ""kind"": ""appointment"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,376,33,327.32,"{""answer"": {""go_without"": 3}}"
decision-5-appointment-described-True,decision,"{""scenario"": ""5-appointment"", ""kind"": ""appointment"", ""mode"": ""described"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,397,33,305.27,"{""answer"": {""go_without"": 3}}"
decision-5-appointment-check-True,decision,"{""scenario"": ""5-appointment"", ""kind"": ""appointment"", ""mode"": ""check"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,413,42,325.87,"{""answer"": {""no"": 3}}"
decision-6-service-direct-False,decision,"{""scenario"": ""6-service"", ""kind"": ""service"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.97,0.9333333333333333,364,32,336.11,"{""answer"": {""bring"": 3}}"
decision-6-service-described-False,decision,"{""scenario"": ""6-service"", ""kind"": ""service"", ""mode"": ""described"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.9833333333333333,0.9566666666666667,387,32,350.27,"{""answer"": {""bring"": 3}}"
decision-6-service-check-False,decision,"{""scenario"": ""6-service"", ""kind"": ""service"", ""mode"": ""check"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.9,0.85,401,42,312.88,"{""answer"": {""yes"": 3}}"
decision-6-service-direct-True,decision,"{""scenario"": ""6-service"", ""kind"": ""service"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.9633333333333333,0.92,364,32,315.61,"{""answer"": {""bring"": 3}}"
decision-6-service-described-True,decision,"{""scenario"": ""6-service"", ""kind"": ""service"", ""mode"": ""described"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.9666666666666667,0.9333333333333333,387,32,289.32,"{""answer"": {""bring"": 3}}"
decision-6-service-check-True,decision,"{""scenario"": ""6-service"", ""kind"": ""service"", ""mode"": ""check"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.91,0.87,401,42,324.0,"{""answer"": {""yes"": 3}}"
decision-6-inspection-direct-False,decision,"{""scenario"": ""6-inspection"", ""kind"": ""inspection"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.9766666666666667,0.9566666666666667,364,32,355.38,"{""answer"": {""bring"": 3}}"
decision-6-inspection-described-False,decision,"{""scenario"": ""6-inspection"", ""kind"": ""inspection"", ""mode"": ""described"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.99,0.98,387,32,321.83,"{""answer"": {""bring"": 3}}"
decision-6-inspection-check-False,decision,"{""scenario"": ""6-inspection"", ""kind"": ""inspection"", ""mode"": ""check"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.9966666666666667,0.9866666666666667,401,42,333.24,"{""answer"": {""yes"": 3}}"
decision-6-inspection-direct-True,decision,"{""scenario"": ""6-inspection"", ""kind"": ""inspection"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.9666666666666667,0.9366666666666666,364,32,308.73,"{""answer"": {""bring"": 3}}"
decision-6-inspection-described-True,decision,"{""scenario"": ""6-inspection"", ""kind"": ""inspection"", ""mode"": ""described"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.98,0.96,387,32,302.33,"{""answer"": {""bring"": 3}}"
decision-6-inspection-check-True,decision,"{""scenario"": ""6-inspection"", ""kind"": ""inspection"", ""mode"": ""check"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.9866666666666667,0.98,401,42,317.77,"{""answer"": {""yes"": 3}}"
decision-6-collection-direct-False,decision,"{""scenario"": ""6-collection"", ""kind"": ""collection"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,363,33,311.21,"{""answer"": {""go_without"": 3}}"
decision-6-collection-described-False,decision,"{""scenario"": ""6-collection"", ""kind"": ""collection"", ""mode"": ""described"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,386,33,327.0,"{""answer"": {""go_without"": 3}}"
decision-6-collection-check-False,decision,"{""scenario"": ""6-collection"", ""kind"": ""collection"", ""mode"": ""check"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,400,42,326.83,"{""answer"": {""no"": 3}}"
decision-6-collection-direct-True,decision,"{""scenario"": ""6-collection"", ""kind"": ""collection"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,363,33,309.79,"{""answer"": {""go_without"": 3}}"
decision-6-collection-described-True,decision,"{""scenario"": ""6-collection"", ""kind"": ""collection"", ""mode"": ""described"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,386,33,317.45,"{""answer"": {""go_without"": 3}}"
decision-6-collection-check-True,decision,"{""scenario"": ""6-collection"", ""kind"": ""collection"", ""mode"": ""check"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,400,42,296.73,"{""answer"": {""no"": 3}}"
decision-6-appointment-direct-False,decision,"{""scenario"": ""6-appointment"", ""kind"": ""appointment"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,378,33,355.91,"{""answer"": {""go_without"": 3}}"
decision-6-appointment-described-False,decision,"{""scenario"": ""6-appointment"", ""kind"": ""appointment"", ""mode"": ""described"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,401,33,337.61,"{""answer"": {""go_without"": 3}}"
decision-6-appointment-check-False,decision,"{""scenario"": ""6-appointment"", ""kind"": ""appointment"", ""mode"": ""check"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,415,42,439.94,"{""answer"": {""no"": 3}}"
decision-6-appointment-direct-True,decision,"{""scenario"": ""6-appointment"", ""kind"": ""appointment"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,378,33,360.73,"{""answer"": {""go_without"": 3}}"
decision-6-appointment-described-True,decision,"{""scenario"": ""6-appointment"", ""kind"": ""appointment"", ""mode"": ""described"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,401,33,316.9,"{""answer"": {""go_without"": 3}}"
decision-6-appointment-check-True,decision,"{""scenario"": ""6-appointment"", ""kind"": ""appointment"", ""mode"": ""check"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,415,42,323.54,"{""answer"": {""no"": 3}}"
decision-7-service-direct-False,decision,"{""scenario"": ""7-service"", ""kind"": ""service"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.97,0.9466666666666667,362,32,351.91,"{""answer"": {""bring"": 3}}"
decision-7-service-described-False,decision,"{""scenario"": ""7-service"", ""kind"": ""service"", ""mode"": ""described"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.98,0.9566666666666667,383,32,321.62,"{""answer"": {""bring"": 3}}"
decision-7-service-check-False,decision,"{""scenario"": ""7-service"", ""kind"": ""service"", ""mode"": ""check"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.9633333333333333,0.9466666666666667,399,42,316.01,"{""answer"": {""yes"": 3}}"
decision-7-service-direct-True,decision,"{""scenario"": ""7-service"", ""kind"": ""service"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.9666666666666667,0.9266666666666667,362,32,301.09,"{""answer"": {""bring"": 3}}"
decision-7-service-described-True,decision,"{""scenario"": ""7-service"", ""kind"": ""service"", ""mode"": ""described"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.98,0.96,383,32,319.04,"{""answer"": {""bring"": 3}}"
decision-7-service-check-True,decision,"{""scenario"": ""7-service"", ""kind"": ""service"", ""mode"": ""check"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.96,0.94,399,42,363.7,"{""answer"": {""yes"": 3}}"
decision-7-inspection-direct-False,decision,"{""scenario"": ""7-inspection"", ""kind"": ""inspection"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.99,0.9733333333333333,362,32,289.36,"{""answer"": {""bring"": 3}}"
decision-7-inspection-described-False,decision,"{""scenario"": ""7-inspection"", ""kind"": ""inspection"", ""mode"": ""described"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.99,0.99,383,32,331.48,"{""answer"": {""bring"": 3}}"
decision-7-inspection-check-False,decision,"{""scenario"": ""7-inspection"", ""kind"": ""inspection"", ""mode"": ""check"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,1.0,0.99,399,42,305.51,"{""answer"": {""yes"": 3}}"
decision-7-inspection-direct-True,decision,"{""scenario"": ""7-inspection"", ""kind"": ""inspection"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.9833333333333333,0.9666666666666667,362,32,325.52,"{""answer"": {""bring"": 3}}"
decision-7-inspection-described-True,decision,"{""scenario"": ""7-inspection"", ""kind"": ""inspection"", ""mode"": ""described"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.99,0.98,383,32,317.37,"{""answer"": {""bring"": 3}}"
decision-7-inspection-check-True,decision,"{""scenario"": ""7-inspection"", ""kind"": ""inspection"", ""mode"": ""check"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.9933333333333333,0.9866666666666667,399,42,328.98,"{""answer"": {""yes"": 3}}"
decision-7-collection-direct-False,decision,"{""scenario"": ""7-collection"", ""kind"": ""collection"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,361,33,342.75,"{""answer"": {""go_without"": 3}}"
decision-7-collection-described-False,decision,"{""scenario"": ""7-collection"", ""kind"": ""collection"", ""mode"": ""described"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,382,33,303.68,"{""answer"": {""go_without"": 3}}"
decision-7-collection-check-False,decision,"{""scenario"": ""7-collection"", ""kind"": ""collection"", ""mode"": ""check"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,398,42,324.88,"{""answer"": {""no"": 3}}"
decision-7-collection-direct-True,decision,"{""scenario"": ""7-collection"", ""kind"": ""collection"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,361,33,370.85,"{""answer"": {""go_without"": 3}}"
decision-7-collection-described-True,decision,"{""scenario"": ""7-collection"", ""kind"": ""collection"", ""mode"": ""described"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,382,33,354.71,"{""answer"": {""go_without"": 3}}"
decision-7-collection-check-True,decision,"{""scenario"": ""7-collection"", ""kind"": ""collection"", ""mode"": ""check"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,398,42,320.28,"{""answer"": {""no"": 3}}"
decision-7-appointment-direct-False,decision,"{""scenario"": ""7-appointment"", ""kind"": ""appointment"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,376,33,320.46,"{""answer"": {""go_without"": 3}}"
decision-7-appointment-described-False,decision,"{""scenario"": ""7-appointment"", ""kind"": ""appointment"", ""mode"": ""described"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,397,33,385.43,"{""answer"": {""go_without"": 3}}"
decision-7-appointment-check-False,decision,"{""scenario"": ""7-appointment"", ""kind"": ""appointment"", ""mode"": ""check"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,413,42,286.17,"{""answer"": {""no"": 3}}"
decision-7-appointment-direct-True,decision,"{""scenario"": ""7-appointment"", ""kind"": ""appointment"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,376,33,313.64,"{""answer"": {""go_without"": 3}}"
decision-7-appointment-described-True,decision,"{""scenario"": ""7-appointment"", ""kind"": ""appointment"", ""mode"": ""described"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,397,33,381.86,"{""answer"": {""go_without"": 3}}"
decision-7-appointment-check-True,decision,"{""scenario"": ""7-appointment"", ""kind"": ""appointment"", ""mode"": ""check"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,413,42,285.36,"{""answer"": {""no"": 3}}"
decision-8-service-direct-False,decision,"{""scenario"": ""8-service"", ""kind"": ""service"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.9733333333333333,0.94,362,32,334.78,"{""answer"": {""bring"": 3}}"
decision-8-service-described-False,decision,"{""scenario"": ""8-service"", ""kind"": ""service"", ""mode"": ""described"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.98,0.9633333333333333,383,32,345.59,"{""answer"": {""bring"": 3}}"
decision-8-service-check-False,decision,"{""scenario"": ""8-service"", ""kind"": ""service"", ""mode"": ""check"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.9766666666666667,0.97,399,42,324.1,"{""answer"": {""yes"": 3}}"
decision-8-service-direct-True,decision,"{""scenario"": ""8-service"", ""kind"": ""service"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.9633333333333333,0.9233333333333333,362,32,357.05,"{""answer"": {""bring"": 3}}"
decision-8-service-described-True,decision,"{""scenario"": ""8-service"", ""kind"": ""service"", ""mode"": ""described"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.9733333333333333,0.94,383,32,297.39,"{""answer"": {""bring"": 3}}"
decision-8-service-check-True,decision,"{""scenario"": ""8-service"", ""kind"": ""service"", ""mode"": ""check"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.9766666666666667,0.9633333333333333,399,42,305.23,"{""answer"": {""yes"": 3}}"
decision-8-inspection-direct-False,decision,"{""scenario"": ""8-inspection"", ""kind"": ""inspection"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.9633333333333333,0.9333333333333333,362,32,314.8,"{""answer"": {""bring"": 3}}"
decision-8-inspection-described-False,decision,"{""scenario"": ""8-inspection"", ""kind"": ""inspection"", ""mode"": ""described"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.98,0.96,383,32,321.64,"{""answer"": {""bring"": 3}}"
decision-8-inspection-check-False,decision,"{""scenario"": ""8-inspection"", ""kind"": ""inspection"", ""mode"": ""check"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.99,0.98,399,42,320.92,"{""answer"": {""yes"": 3}}"
decision-8-inspection-direct-True,decision,"{""scenario"": ""8-inspection"", ""kind"": ""inspection"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.9533333333333333,0.9066666666666667,362,32,321.69,"{""answer"": {""bring"": 3}}"
decision-8-inspection-described-True,decision,"{""scenario"": ""8-inspection"", ""kind"": ""inspection"", ""mode"": ""described"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.9666666666666667,0.9333333333333333,383,32,344.88,"{""answer"": {""bring"": 3}}"
decision-8-inspection-check-True,decision,"{""scenario"": ""8-inspection"", ""kind"": ""inspection"", ""mode"": ""check"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.99,0.98,399,42,347.29,"{""answer"": {""yes"": 3}}"
decision-8-collection-direct-False,decision,"{""scenario"": ""8-collection"", ""kind"": ""collection"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,0.99,361,33,312.26,"{""answer"": {""go_without"": 3}}"
decision-8-collection-described-False,decision,"{""scenario"": ""8-collection"", ""kind"": ""collection"", ""mode"": ""described"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,382,33,292.9,"{""answer"": {""go_without"": 3}}"
decision-8-collection-check-False,decision,"{""scenario"": ""8-collection"", ""kind"": ""collection"", ""mode"": ""check"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,398,42,292.83,"{""answer"": {""no"": 3}}"
decision-8-collection-direct-True,decision,"{""scenario"": ""8-collection"", ""kind"": ""collection"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,0.9966666666666667,361,33,314.86,"{""answer"": {""go_without"": 3}}"
decision-8-collection-described-True,decision,"{""scenario"": ""8-collection"", ""kind"": ""collection"", ""mode"": ""described"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,382,33,321.34,"{""answer"": {""go_without"": 3}}"
decision-8-collection-check-True,decision,"{""scenario"": ""8-collection"", ""kind"": ""collection"", ""mode"": ""check"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,398,42,284.04,"{""answer"": {""no"": 3}}"
decision-8-appointment-direct-False,decision,"{""scenario"": ""8-appointment"", ""kind"": ""appointment"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,376,33,341.74,"{""answer"": {""go_without"": 3}}"
decision-8-appointment-described-False,decision,"{""scenario"": ""8-appointment"", ""kind"": ""appointment"", ""mode"": ""described"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,397,33,326.23,"{""answer"": {""go_without"": 3}}"
decision-8-appointment-check-False,decision,"{""scenario"": ""8-appointment"", ""kind"": ""appointment"", ""mode"": ""check"", ""reverse"": false, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,413,42,318.51,"{""answer"": {""no"": 3}}"
decision-8-appointment-direct-True,decision,"{""scenario"": ""8-appointment"", ""kind"": ""appointment"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,376,33,300.65,"{""answer"": {""go_without"": 3}}"
decision-8-appointment-described-True,decision,"{""scenario"": ""8-appointment"", ""kind"": ""appointment"", ""mode"": ""described"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,397,33,313.85,"{""answer"": {""go_without"": 3}}"
decision-8-appointment-check-True,decision,"{""scenario"": ""8-appointment"", ""kind"": ""appointment"", ""mode"": ""check"", ""reverse"": true, ""label"": ""go_without""}",3,3,1.0,3,1.0,1.0,413,42,341.91,"{""answer"": {""no"": 3}}"
decision-9-service-direct-False,decision,"{""scenario"": ""9-service"", ""kind"": ""service"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.98,0.96,363,32,346.89,"{""answer"": {""bring"": 3}}"
decision-9-service-described-False,decision,"{""scenario"": ""9-service"", ""kind"": ""service"", ""mode"": ""described"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.99,0.9766666666666667,384,32,316.1,"{""answer"": {""bring"": 3}}"
decision-9-service-check-False,decision,"{""scenario"": ""9-service"", ""kind"": ""service"", ""mode"": ""check"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.9966666666666667,0.9866666666666667,400,42,319.07,"{""answer"": {""yes"": 3}}"
decision-9-service-direct-True,decision,"{""scenario"": ""9-service"", ""kind"": ""service"", ""mode"": ""direct"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.98,0.9566666666666667,363,32,311.24,"{""answer"": {""bring"": 3}}"
decision-9-service-described-True,decision,"{""scenario"": ""9-service"", ""kind"": ""service"", ""mode"": ""described"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,0.9866666666666667,0.97,384,32,347.2,"{""answer"": {""bring"": 3}}"
decision-9-service-check-True,decision,"{""scenario"": ""9-service"", ""kind"": ""service"", ""mode"": ""check"", ""reverse"": true, ""label"": ""bring""}",3,3,1.0,3,1.0,0.99,400,42,315.81,"{""answer"": {""yes"": 3}}"
decision-9-inspection-direct-False,decision,"{""scenario"": ""9-inspection"", ""kind"": ""inspection"", ""mode"": ""direct"", ""reverse"": false, ""label"": ""bring""}",3,3,1.0,3,0.99,0.9833333333333333,362,32,302.89,"{""answer"": {""bring"": 3}}"
