episode,profile,move,input_tokens,output_tokens,latency_ms,planner_ms,proposal,action,overridden,shortest
assisted-1003,assisted,61,604,38,510.22,0.05,straight,straight,False,True
assisted-1003,assisted,62,604,38,493.27,0.04,straight,straight,False,True
assisted-1009,assisted,1,563,38,296.21,0.17,straight,straight,False,True
assisted-1009,assisted,2,563,38,286.56,0.14,right,right,False,True
assisted-1009,assisted,3,563,38,450.11,0.09,left,left,False,True
assisted-1009,assisted,4,563,38,454.43,0.11,straight,straight,False,True
assisted-1009,assisted,5,563,38,367.09,0.09,right,right,False,True
assisted-1009,assisted,6,563,38,349.81,0.05,straight,straight,False,True
assisted-1009,assisted,7,564,38,392.05,0.03,straight,straight,False,True
assisted-1009,assisted,8,576,38,324.0,0.66,left,left,False,True
assisted-1009,assisted,9,574,38,369.26,0.26,left,left,False,True
assisted-1009,assisted,10,571,38,288.34,0.35,straight,straight,False,True
assisted-1009,assisted,11,570,38,336.19,0.21,right,right,False,True
assisted-1009,assisted,12,569,38,297.69,0.07,left,left,False,True
assisted-1009,assisted,13,568,38,333.2,0.1,straight,straight,False,True
assisted-1009,assisted,14,568,38,426.22,0.06,right,right,False,True
assisted-1009,assisted,15,570,38,508.83,0.1,left,left,False,True
assisted-1009,assisted,16,570,38,295.24,0.08,straight,straight,False,True
assisted-1009,assisted,17,570,38,476.2,0.02,straight,straight,False,True
assisted-1009,assisted,18,579,38,341.87,7.33,left,left,False,True
assisted-1009,assisted,19,578,38,316.72,3.87,straight,straight,False,True
assisted-1009,assisted,20,578,38,328.36,3.49,left,left,False,True
assisted-1009,assisted,21,578,38,324.97,2.21,straight,straight,False,True
assisted-1009,assisted,22,578,38,360.25,1.65,straight,straight,False,True
assisted-1009,assisted,23,578,38,281.11,0.94,right,right,False,True
assisted-1009,assisted,24,578,38,283.23,1.02,left,left,False,True
assisted-1009,assisted,25,576,38,270.19,0.39,straight,straight,False,True
assisted-1009,assisted,26,576,38,332.83,0.11,right,right,False,True
assisted-1009,assisted,27,575,38,372.12,0.21,left,left,False,True
assisted-1009,assisted,28,577,38,282.22,0.19,right,right,False,True
assisted-1009,assisted,29,576,38,490.61,0.08,straight,straight,False,True
assisted-1009,assisted,30,576,38,325.99,0.07,straight,straight,False,True
assisted-1009,assisted,31,576,38,328.03,0.05,straight,straight,False,True
assisted-1009,assisted,32,576,38,323.78,0.05,straight,straight,False,True
assisted-1009,assisted,33,577,38,429.78,0.03,straight,straight,False,True
assisted-1009,assisted,34,589,38,286.45,0.96,right,right,False,True
assisted-1009,assisted,35,588,38,308.03,0.19,right,right,False,True
assisted-1009,assisted,36,584,38,321.63,0.12,left,left,False,True
assisted-1009,assisted,37,585,38,340.58,0.23,right,right,False,True
assisted-1009,assisted,38,582,38,329.66,0.16,straight,straight,False,True
assisted-1009,assisted,39,582,38,430.46,0.13,straight,straight,False,True
assisted-1009,assisted,40,581,38,299.02,0.09,straight,straight,False,True
assisted-1009,assisted,41,580,38,572.33,0.07,straight,straight,False,True
assisted-1009,assisted,42,580,38,456.29,0.06,straight,straight,False,True
assisted-1009,assisted,43,580,38,414.04,0.04,straight,straight,False,True
assisted-1009,assisted,44,580,38,402.47,0.03,straight,straight,False,True
assisted-1009,assisted,45,590,38,572.08,0.31,right,right,False,True
assisted-1009,assisted,46,590,38,424.49,0.34,right,right,False,True
assisted-1009,assisted,47,590,38,375.81,0.15,straight,straight,False,True
assisted-1009,assisted,48,590,38,429.9,0.18,straight,straight,False,True
assisted-1009,assisted,49,587,38,495.84,0.15,straight,straight,False,True
assisted-1009,assisted,50,587,38,375.6,0.12,straight,straight,False,True
assisted-1009,assisted,51,587,38,359.23,0.1,straight,straight,False,True
assisted-1009,assisted,52,587,38,538.56,0.08,straight,straight,False,True
assisted-1009,assisted,53,587,38,680.25,0.05,straight,straight,False,True
assisted-1009,assisted,54,588,38,684.77,0.04,straight,straight,False,True
assisted-1009,assisted,55,592,38,319.44,0.03,straight,straight,False,True
assisted-1009,assisted,56,601,38,307.29,0.08,left,left,False,True
assisted-1009,assisted,57,603,38,297.71,0.02,left,left,False,True
assisted-1009,assisted,58,610,38,307.04,1.06,straight,straight,False,True
assisted-1009,assisted,59,606,38,291.44,0.95,straight,straight,False,True
assisted-1009,assisted,60,606,38,351.17,0.52,straight,straight,False,True
assisted-1009,assisted,61,603,38,341.62,0.3,straight,straight,False,True
assisted-1009,assisted,62,603,38,332.24,0.16,left,left,False,True
assisted-1009,assisted,63,602,38,298.8,0.1,straight,straight,False,True
assisted-1009,assisted,64,601,38,352.79,0.06,straight,straight,False,True
assisted-1009,assisted,65,600,38,488.66,0.07,right,right,False,True
assisted-1009,assisted,66,599,38,337.01,0.04,straight,straight,False,True
assisted-1009,assisted,67,598,38,426.86,0.03,straight,straight,False,True
assisted-1009,assisted,68,608,38,370.98,0.71,left,left,False,True
assisted-1009,assisted,69,607,38,335.75,0.68,left,left,False,True
assisted-1009,assisted,70,608,38,348.57,0.25,straight,straight,False,True
assisted-1009,assisted,71,607,38,335.22,0.18,straight,straight,False,True
assisted-1009,assisted,72,607,38,286.65,0.16,straight,straight,False,True
assisted-1009,assisted,73,605,38,307.9,0.1,straight,straight,False,True
assisted-1009,assisted,74,605,38,295.3,0.07,left,left,False,True
assisted-1009,assisted,75,605,38,372.45,0.07,right,right,False,True
assisted-1009,assisted,76,606,38,460.5,0.13,straight,straight,False,True
assisted-1009,assisted,77,610,38,298.92,0.03,straight,straight,False,True
verified-1015,verified,1,563,38,306.86,0.22,straight,straight,False,True
verified-1015,verified,2,562,38,299.13,0.21,left,left,False,True
verified-1015,verified,3,562,38,282.57,0.14,straight,straight,False,True
verified-1015,verified,4,562,38,325.78,0.08,straight,straight,False,True
verified-1015,verified,5,562,38,424.1,0.05,right,right,False,True
verified-1015,verified,6,562,38,412.66,0.05,left,left,False,True
verified-1015,verified,7,562,38,301.5,0.06,right,right,False,True
verified-1015,verified,8,562,38,257.24,0.03,straight,straight,False,True
verified-1015,verified,9,571,38,338.95,1.02,right,right,False,True
verified-1015,verified,10,571,38,324.93,1.03,straight,straight,False,True
verified-1015,verified,11,569,38,406.45,0.59,right,right,False,True
verified-1015,verified,12,569,38,403.33,0.39,left,left,False,True
verified-1015,verified,13,568,38,281.42,0.28,straight,straight,False,True
verified-1015,verified,14,568,38,329.71,0.16,right,right,False,True
verified-1015,verified,15,568,38,334.97,0.09,left,left,False,True
verified-1015,verified,16,568,38,285.14,0.06,straight,straight,False,True
verified-1015,verified,17,568,38,310.56,0.06,right,right,False,True
verified-1015,verified,18,568,38,443.62,0.03,left,left,False,True
verified-1015,verified,19,569,38,404.68,0.04,right,right,False,True
verified-1015,verified,20,576,38,340.02,0.08,straight,straight,False,True
verified-1015,verified,21,576,38,404.75,0.08,straight,straight,False,True
verified-1015,verified,22,576,38,407.53,0.04,straight,straight,False,True
verified-1015,verified,23,577,38,324.97,0.03,straight,straight,False,True
verified-1015,verified,24,587,38,310.82,0.03,straight,straight,False,True
verified-1015,verified,25,590,38,686.85,0.05,right,right,False,True
verified-1015,verified,26,595,38,327.67,0.04,right,right,False,True
verified-1015,verified,27,595,38,316.39,0.03,straight,straight,False,True
verified-1015,verified,28,592,38,315.8,0.03,straight,straight,False,True
verified-1015,verified,29,597,38,259.59,0.18,right,right,False,True
verified-1015,verified,30,598,38,330.14,0.1,left,left,False,True
verified-1015,verified,31,598,38,353.85,0.07,straight,straight,False,True
verified-1015,verified,32,597,38,919.78,0.04,right,right,False,True
verified-1015,verified,33,600,38,622.88,0.04,left,left,False,True
verified-1015,verified,34,599,38,415.37,0.04,right,right,False,True
verified-1015,verified,35,610,38,542.03,0.53,right,right,False,True
verified-1015,verified,36,611,38,458.28,0.02,straight,straight,False,True
verified-1015,verified,37,610,38,329.15,0.03,straight,straight,False,True
verified-1015,verified,38,611,38,312.84,0.03,straight,straight,False,True
verified-1015,verified,39,618,38,508.9,0.13,right,right,False,True
verified-1015,verified,40,616,38,378.26,0.1,straight,straight,False,True
verified-1015,verified,41,613,38,452.92,0.05,right,right,False,True
verified-1015,verified,42,613,38,560.24,0.05,left,left,False,True
verified-1015,verified,43,611,38,588.41,0.05,right,right,False,True
verified-1015,verified,44,610,38,278.74,0.04,straight,straight,False,True
assisted-1001,assisted,1,563,38,407.41,0.23,left,left,False,True
assisted-1001,assisted,2,562,38,497.69,0.16,straight,straight,False,True
assisted-1001,assisted,3,562,38,595.03,0.1,straight,straight,False,True
assisted-1001,assisted,4,562,38,376.0,0.16,right,right,False,True
assisted-1001,assisted,5,562,38,360.53,0.07,straight,straight,False,True
assisted-1001,assisted,6,562,38,428.75,0.06,straight,straight,False,True
assisted-1001,assisted,7,562,38,472.79,0.04,straight,straight,False,True
assisted-1001,assisted,8,562,38,435.16,0.02,straight,straight,False,True
assisted-1001,assisted,9,568,38,509.37,0.19,right,right,False,True
assisted-1001,assisted,10,568,38,557.64,0.1,right,right,False,True
assisted-1001,assisted,11,568,38,352.97,0.07,left,left,False,True
assisted-1001,assisted,12,568,38,487.64,0.05,straight,straight,False,True
assisted-1001,assisted,13,568,38,336.22,0.05,right,right,False,True
assisted-1001,assisted,14,568,38,310.62,0.03,straight,straight,False,True
assisted-1001,assisted,15,577,38,304.48,0.4,left,left,False,True
assisted-1001,assisted,16,575,38,327.03,0.31,left,left,False,True
assisted-1001,assisted,17,577,38,362.34,0.08,straight,straight,False,True
assisted-1001,assisted,18,575,38,300.82,0.1,straight,straight,False,True
assisted-1001,assisted,19,575,38,306.05,0.07,right,right,False,True
assisted-1001,assisted,20,575,38,395.57,0.04,straight,straight,False,True
assisted-1001,assisted,21,576,38,285.84,0.04,straight,straight,False,True
assisted-1001,assisted,22,580,38,441.16,0.03,straight,straight,False,True
assisted-1001,assisted,23,590,38,426.01,1.49,right,right,False,True
assisted-1001,assisted,24,591,38,316.61,1.57,straight,straight,False,True
assisted-1001,assisted,25,592,38,452.86,0.95,right,right,False,True
assisted-1001,assisted,26,589,38,331.16,0.86,left,left,False,True
assisted-1001,assisted,27,590,38,360.64,0.63,straight,straight,False,True
assisted-1001,assisted,28,589,38,283.18,0.24,right,right,False,True
assisted-1001,assisted,29,585,38,309.48,0.17,left,left,False,True
assisted-1001,assisted,30,585,38,286.98,0.09,straight,straight,False,True
assisted-1001,assisted,31,584,38,406.41,0.04,right,right,False,True
assisted-1001,assisted,32,582,38,336.77,0.04,left,left,False,True
assisted-1001,assisted,33,581,38,388.47,0.05,right,right,False,True
assisted-1001,assisted,34,580,38,342.27,0.04,straight,straight,False,True
assisted-1001,assisted,35,586,38,312.68,0.09,straight,straight,False,True
assisted-1001,assisted,36,586,38,288.41,0.11,right,right,False,True
assisted-1001,assisted,37,586,38,297.7,0.08,straight,straight,False,True
assisted-1001,assisted,38,586,38,264.16,0.06,straight,straight,False,True
assisted-1001,assisted,39,586,38,333.37,0.05,straight,straight,False,True
assisted-1001,assisted,40,586,38,309.55,0.04,straight,straight,False,True
assisted-1001,assisted,41,592,38,435.67,0.09,left,left,False,True
assisted-1001,assisted,42,593,38,315.95,0.16,left,left,False,True
assisted-1001,assisted,43,594,38,325.04,0.07,straight,straight,False,True
assisted-1001,assisted,44,594,38,412.98,0.05,straight,straight,False,True
assisted-1001,assisted,45,592,38,317.06,0.06,straight,straight,False,True
assisted-1001,assisted,46,592,38,343.18,0.04,straight,straight,False,True
assisted-1001,assisted,47,592,38,339.28,0.03,straight,straight,False,True
assisted-1001,assisted,48,599,38,380.41,0.11,left,left,False,True
assisted-1001,assisted,49,599,38,331.32,0.05,left,left,False,True
assisted-1001,assisted,50,600,38,311.67,0.03,right,right,False,True
assisted-1001,assisted,51,598,38,307.95,0.03,straight,straight,False,True
assisted-1001,assisted,52,605,38,364.11,0.24,right,right,False,True
assisted-1001,assisted,53,605,38,354.08,0.11,straight,straight,False,True
assisted-1001,assisted,54,610,38,281.42,0.22,right,right,False,True
assisted-1001,assisted,55,611,38,641.17,0.09,straight,straight,False,True
assisted-1001,assisted,56,612,38,474.78,0.06,straight,straight,False,True
assisted-1001,assisted,57,611,38,317.01,0.05,straight,straight,False,True
assisted-1001,assisted,58,612,38,396.16,0.03,right,right,False,True
assisted-1001,assisted,59,609,38,398.93,0.04,left,left,False,True
assisted-1015,assisted,1,563,38,435.47,0.28,straight,straight,False,True
assisted-1015,assisted,2,562,38,303.43,0.24,left,left,False,True
assisted-1015,assisted,3,562,38,359.01,0.13,straight,straight,False,True
assisted-1015,assisted,4,562,38,353.0,0.14,straight,straight,False,True
assisted-1015,assisted,5,562,38,324.42,0.05,right,right,False,True
assisted-1015,assisted,6,562,38,318.39,0.05,left,left,False,True
assisted-1015,assisted,7,562,38,364.26,0.06,right,right,False,True
assisted-1015,assisted,8,562,38,276.37,0.03,straight,straight,False,True
assisted-1015,assisted,9,571,38,359.37,0.98,right,right,False,True
assisted-1015,assisted,10,571,38,301.89,0.86,straight,straight,False,True
assisted-1015,assisted,11,569,38,373.01,0.58,right,right,False,True
assisted-1015,assisted,12,569,38,328.52,0.34,left,left,False,True
assisted-1015,assisted,13,568,38,364.91,0.25,straight,straight,False,True
assisted-1015,assisted,14,568,38,337.43,0.15,right,right,False,True
assisted-1015,assisted,15,568,38,296.02,0.13,left,left,False,True
assisted-1015,assisted,16,568,38,354.34,0.06,straight,straight,False,True
assisted-1015,assisted,17,568,38,320.3,0.05,right,right,False,True
assisted-1015,assisted,18,568,38,336.02,0.03,left,left,False,True
assisted-1015,assisted,19,569,38,311.41,0.05,right,right,False,True
assisted-1015,assisted,20,576,38,308.72,0.09,straight,straight,False,True
assisted-1015,assisted,21,576,38,295.76,0.05,straight,straight,False,True
assisted-1015,assisted,22,576,38,308.31,0.04,straight,straight,False,True
assisted-1015,assisted,23,577,38,346.13,0.03,straight,straight,False,True
assisted-1015,assisted,24,587,38,344.99,0.03,straight,straight,False,True
assisted-1015,assisted,25,590,38,321.11,0.05,right,right,False,True
assisted-1015,assisted,26,595,38,300.28,0.03,right,right,False,True
assisted-1015,assisted,27,595,38,281.06,0.03,straight,straight,False,True
assisted-1015,assisted,28,592,38,361.21,0.03,straight,straight,False,True
assisted-1015,assisted,29,597,38,323.11,0.2,right,right,False,True
assisted-1015,assisted,30,598,38,489.45,0.09,left,left,False,True
assisted-1015,assisted,31,598,38,302.43,0.08,straight,straight,False,True
assisted-1015,assisted,32,597,38,325.37,0.04,right,right,False,True
assisted-1015,assisted,33,600,38,324.5,0.03,left,left,False,True
assisted-1015,assisted,34,599,38,328.51,0.04,right,right,False,True
assisted-1015,assisted,35,610,38,304.37,0.42,right,right,False,True
assisted-1015,assisted,36,611,38,328.7,0.02,straight,straight,False,True
assisted-1015,assisted,37,610,38,278.75,0.04,straight,straight,False,True
assisted-1015,assisted,38,611,38,405.44,0.02,straight,straight,False,True
assisted-1015,assisted,39,618,38,312.97,0.14,right,right,False,True
assisted-1015,assisted,40,616,38,348.36,0.12,straight,straight,False,True
assisted-1015,assisted,41,613,38,367.21,0.06,right,right,False,True
assisted-1015,assisted,42,613,38,429.39,0.05,left,left,False,True
assisted-1015,assisted,43,611,38,319.97,0.05,right,right,False,True
assisted-1015,assisted,44,610,38,316.75,0.03,straight,straight,False,True
verified-1011,verified,1,563,38,331.52,0.16,right,right,False,True
verified-1011,verified,2,563,38,296.23,0.09,straight,straight,False,True
verified-1011,verified,3,563,38,276.04,0.06,right,right,False,True
verified-1011,verified,4,563,38,286.97,0.09,left,left,False,True
verified-1011,verified,5,564,38,394.67,0.04,straight,straight,False,True
verified-1011,verified,6,568,38,276.81,0.03,straight,straight,False,True
verified-1011,verified,7,577,38,304.23,0.36,left,left,False,True
verified-1011,verified,8,577,38,305.88,0.15,straight,straight,False,True
verified-1011,verified,9,578,38,298.4,0.11,left,left,False,True
verified-1011,verified,10,575,38,406.0,0.16,straight,straight,False,True
verified-1011,verified,11,571,38,429.62,0.08,straight,straight,False,True
verified-1011,verified,12,570,38,291.05,0.07,straight,straight,False,True
verified-1011,verified,13,569,38,269.0,0.05,straight,straight,False,True
verified-1011,verified,14,568,38,333.36,0.05,straight,straight,False,True
verified-1011,verified,15,568,38,372.53,0.03,straight,straight,False,True
verified-1011,verified,16,576,38,283.72,0.51,right,right,False,True
verified-1011,verified,17,574,38,340.86,0.3,straight,straight,False,True
verified-1011,verified,18,574,38,371.81,0.16,right,right,False,True
verified-1011,verified,19,574,38,325.87,0.1,left,left,False,True
verified-1011,verified,20,574,38,309.68,0.06,straight,straight,False,True
verified-1011,verified,21,574,38,370.26,0.04,right,right,False,True
verified-1011,verified,22,574,38,330.05,0.03,left,left,False,True
verified-1011,verified,23,576,38,342.81,0.03,right,right,False,True
verified-1011,verified,24,584,38,279.66,1.53,right,right,False,True
verified-1011,verified,25,584,38,339.49,1.51,straight,straight,False,True
verified-1011,verified,26,583,38,286.62,1.32,straight,straight,False,True
verified-1011,verified,27,581,38,359.16,0.92,right,right,False,True
verified-1011,verified,28,581,38,388.95,0.25,left,left,False,True
verified-1011,verified,29,580,38,325.98,0.4,straight,straight,False,True
verified-1011,verified,30,580,38,409.21,0.17,right,right,False,True
verified-1011,verified,31,580,38,338.88,0.06,left,left,False,True
verified-1011,verified,32,580,38,347.28,0.05,straight,straight,False,True
verified-1011,verified,33,580,38,422.73,0.05,right,right,False,True
verified-1011,verified,34,580,38,745.79,0.05,left,left,False,True
verified-1011,verified,35,580,38,603.73,0.04,straight,straight,False,True
verified-1011,verified,36,590,38,679.9,2.13,left,left,False,True
verified-1011,verified,37,590,38,368.73,1.26,left,left,False,True
verified-1011,verified,38,590,38,386.32,0.29,right,right,False,True
verified-1011,verified,39,587,38,453.52,0.58,left,left,False,True
verified-1011,verified,40,586,38,362.09,0.31,straight,straight,False,True
verified-1011,verified,41,586,38,307.11,0.14,straight,straight,False,True
verified-1011,verified,42,586,38,414.14,0.07,right,right,False,True
verified-1011,verified,43,586,38,524.44,0.06,left,left,False,True
verified-1011,verified,44,586,38,348.09,0.04,straight,straight,False,True
verified-1011,verified,45,586,38,394.75,0.04,right,right,False,True
verified-1011,verified,46,586,38,360.02,0.03,straight,straight,False,True
verified-1011,verified,47,597,38,293.54,33.93,right,right,False,True
verified-1011,verified,48,597,38,371.74,9.34,right,right,False,True
verified-1011,verified,49,598,38,445.78,3.14,left,left,False,True
verified-1011,verified,50,596,38,463.46,5.4,straight,straight,False,True
verified-1011,verified,51,596,38,295.21,2.05,right,right,False,True
verified-1011,verified,52,596,38,454.51,1.99,left,left,False,True
verified-1011,verified,53,594,38,305.34,0.8,straight,straight,False,True
verified-1011,verified,54,594,38,271.18,0.26,right,right,False,True
verified-1011,verified,55,593,38,355.14,0.24,left,left,False,True
verified-1011,verified,56,594,38,311.08,0.09,straight,straight,False,True
verified-1011,verified,57,598,38,447.99,0.1,right,right,False,True
verified-1011,verified,58,598,38,348.29,0.06,straight,straight,False,True
verified-1011,verified,59,599,38,325.01,7.29,straight,straight,False,True
verified-1011,verified,60,600,38,287.64,0.03,straight,straight,False,True
verified-1011,verified,61,601,38,303.48,0.03,straight,straight,False,True
verified-1011,verified,62,609,38,343.19,0.22,right,right,False,True
verified-1011,verified,63,605,38,288.51,0.11,right,right,False,True
verified-1011,verified,64,607,38,262.47,0.1,left,left,False,True
verified-1011,verified,65,605,38,420.33,0.13,right,right,False,True
verified-1011,verified,66,603,38,393.82,0.09,straight,straight,False,True
verified-1011,verified,67,602,38,297.16,0.06,straight,straight,False,True
verified-1011,verified,68,601,38,343.36,0.05,straight,straight,False,True
verified-1011,verified,69,600,38,314.83,0.04,straight,straight,False,True
verified-1011,verified,70,599,38,308.65,0.03,straight,straight,False,True
verified-1011,verified,71,606,38,396.87,0.13,right,right,False,True
verified-1011,verified,72,606,38,293.74,0.08,right,right,False,True
verified-1011,verified,73,608,38,343.67,0.04,left,left,False,True
verified-1011,verified,74,610,38,370.45,0.08,right,right,False,True
verified-1011,verified,75,610,38,325.54,0.05,straight,straight,False,True
verified-1011,verified,76,611,38,350.39,0.03,straight,straight,False,True
verified-1011,verified,77,612,38,388.87,0.03,straight,straight,False,True
unassisted-1004,unassisted,1,587,38,307.18,0.24,straight,straight,False,False
unassisted-1004,unassisted,2,587,38,418.24,0.45,straight,straight,False,False
unassisted-1004,unassisted,3,587,38,360.9,0.51,straight,straight,False,False
unassisted-1004,unassisted,4,587,38,269.35,0.55,straight,straight,False,False
unassisted-1004,unassisted,5,587,38,340.31,0.68,straight,straight,False,False
unassisted-1004,unassisted,6,587,38,382.49,0.65,straight,straight,False,False
unassisted-1004,unassisted,7,587,38,415.82,0.72,right,right,False,False
unassisted-1004,unassisted,8,587,38,447.88,0.77,straight,straight,False,False
unassisted-1004,unassisted,9,587,38,257.24,0.84,straight,straight,False,False
unassisted-1004,unassisted,10,588,38,278.64,1.07,right,right,False,True
unassisted-1004,unassisted,11,590,38,320.27,1.28,straight,straight,False,True
unassisted-1004,unassisted,12,590,38,294.04,1.09,straight,straight,False,True
unassisted-1004,unassisted,13,590,38,437.49,0.94,straight,straight,False,True
unassisted-1004,unassisted,14,590,38,306.15,0.81,straight,straight,False,True
unassisted-1004,unassisted,15,590,38,319.6,0.55,straight,straight,False,True
unassisted-1004,unassisted,16,590,38,290.17,0.41,straight,straight,False,True
unassisted-1004,unassisted,17,590,38,357.75,0.25,straight,straight,False,True
unassisted-1004,unassisted,18,590,38,331.66,0.2,straight,straight,False,True
unassisted-1004,unassisted,19,591,38,340.6,0.32,left,left,False,False
unassisted-1004,unassisted,20,594,38,259.0,0.35,straight,straight,False,False
unassisted-1004,unassisted,21,595,38,338.9,0.13,left,left,False,True
unassisted-1004,unassisted,22,595,38,313.91,0.24,straight,straight,False,False
unassisted-1004,unassisted,23,595,38,371.17,0.43,straight,straight,False,False
unassisted-1004,unassisted,24,595,38,337.26,0.46,straight,straight,False,False
unassisted-1004,unassisted,25,595,38,385.69,0.72,straight,straight,False,False
unassisted-1004,unassisted,26,595,38,451.56,0.75,straight,straight,False,False
unassisted-1004,unassisted,27,595,38,439.29,1.05,straight,straight,False,False
unassisted-1004,unassisted,28,595,38,469.57,1.03,straight,straight,False,False
unassisted-1004,unassisted,29,595,38,401.28,1.11,left,left,False,True
unassisted-1004,unassisted,30,594,38,357.79,1.31,straight,straight,False,True
unassisted-1004,unassisted,31,591,38,707.0,1.02,straight,straight,False,True
unassisted-1004,unassisted,32,590,38,795.72,1.41,straight,straight,False,True
unassisted-1004,unassisted,33,589,38,525.76,0.78,straight,straight,False,True
unassisted-1004,unassisted,34,589,38,328.55,0.55,straight,straight,False,True
unassisted-1004,unassisted,35,589,38,476.79,0.39,straight,straight,False,True
unassisted-1004,unassisted,36,589,38,442.28,0.22,straight,straight,False,True
unassisted-1004,unassisted,37,589,38,339.35,0.11,straight,straight,False,True
unassisted-1004,unassisted,38,589,38,373.44,0.21,straight,straight,False,False
unassisted-1004,unassisted,39,589,38,685.41,0.27,left,left,False,True
unassisted-1004,unassisted,40,589,38,338.17,0.48,straight,straight,False,True
unassisted-1004,unassisted,41,589,38,378.4,0.11,straight,straight,False,True
unassisted-1004,unassisted,42,589,38,306.1,0.1,straight,straight,False,True
unassisted-1004,unassisted,43,589,38,365.15,0.06,straight,straight,False,True
unassisted-1004,unassisted,44,589,38,293.93,0.05,straight,straight,False,True
unassisted-1004,unassisted,45,589,38,308.78,0.04,straight,straight,False,True
unassisted-1004,unassisted,46,589,38,282.21,0.02,left,left,False,True
unassisted-1004,unassisted,47,589,38,298.86,0.05,right,right,False,True
unassisted-1004,unassisted,48,595,38,360.8,0.18,straight,straight,False,False
unassisted-1004,unassisted,49,598,38,332.35,0.16,left,left,False,True
unassisted-1004,unassisted,50,598,38,286.61,0.21,straight,straight,False,False
unassisted-1004,unassisted,51,599,38,453.42,0.22,left,left,False,True
unassisted-1004,unassisted,52,597,38,303.45,0.22,straight,straight,False,True
unassisted-1004,unassisted,53,596,38,298.2,0.21,straight,straight,False,True
unassisted-1004,unassisted,54,595,38,280.03,0.11,left,left,False,True
unassisted-1004,unassisted,55,594,38,385.55,0.15,straight,straight,False,False
unassisted-1004,unassisted,56,594,38,359.48,0.13,straight,straight,False,False
unassisted-1004,unassisted,57,594,38,723.67,0.29,right,right,False,True
unassisted-1004,unassisted,58,595,38,323.74,0.14,right,right,False,True
unassisted-1004,unassisted,59,595,38,340.8,0.06,straight,straight,False,True
unassisted-1004,unassisted,60,595,38,297.65,0.1,straight,straight,False,False
unassisted-1004,unassisted,61,595,38,316.36,0.08,left,left,False,True
unassisted-1004,unassisted,62,595,38,320.17,0.06,left,left,False,True
unassisted-1004,unassisted,63,595,38,318.81,0.09,straight,straight,False,False
unassisted-1004,unassisted,64,595,38,278.75,0.06,straight,straight,False,False
unassisted-1004,unassisted,65,595,38,294.18,0.11,straight,straight,False,False
unassisted-1004,unassisted,66,595,38,293.99,0.1,right,right,False,True
unassisted-1004,unassisted,67,595,38,283.02,0.05,right,right,False,True
unassisted-1004,unassisted,68,595,38,311.97,0.05,straight,straight,False,True
unassisted-1004,unassisted,69,595,38,393.49,0.04,straight,straight,False,True
unassisted-1004,unassisted,70,595,38,289.84,0.05,left,left,False,True
unassisted-1004,unassisted,71,595,38,301.38,0.03,straight,straight,False,True
unassisted-1004,unassisted,72,602,38,298.93,13.68,straight,straight,False,False
unassisted-1004,unassisted,73,602,38,323.14,4.58,right,right,False,True
unassisted-1004,unassisted,74,602,38,313.47,3.89,straight,straight,False,True
unassisted-1004,unassisted,75,602,38,360.97,2.88,straight,straight,False,True
unassisted-1004,unassisted,76,602,38,374.69,2.18,straight,straight,False,True
unassisted-1004,unassisted,77,602,38,386.46,1.46,straight,straight,False,True
unassisted-1004,unassisted,78,602,38,360.64,0.91,straight,straight,False,True
unassisted-1004,unassisted,79,603,38,377.26,0.33,straight,straight,False,True
unassisted-1004,unassisted,80,606,38,381.47,0.17,straight,straight,False,True
unassisted-1004,unassisted,81,607,38,334.3,0.47,right,right,False,True
unassisted-1004,unassisted,82,609,38,422.73,0.12,straight,straight,False,True
unassisted-1004,unassisted,83,610,38,318.53,0.12,straight,straight,False,True
unassisted-1004,unassisted,84,611,38,426.03,0.08,straight,straight,False,True
unassisted-1004,unassisted,85,611,38,528.4,0.06,straight,straight,False,True
unassisted-1004,unassisted,86,611,38,359.02,0.07,straight,straight,False,True
unassisted-1004,unassisted,87,611,38,275.57,0.05,straight,straight,False,True
unassisted-1004,unassisted,88,611,38,374.8,0.03,straight,straight,False,True
unassisted-1004,unassisted,89,612,38,295.46,0.03,straight,straight,False,True
unassisted-1004,unassisted,90,615,38,387.04,0.02,straight,straight,False,True
unassisted-1004,unassisted,91,621,38,331.42,0.04,right,right,False,True
unassisted-1004,unassisted,92,621,38,303.27,0.12,straight,straight,False,True
unassisted-1004,unassisted,93,619,38,351.03,0.08,straight,straight,False,True
unassisted-1004,unassisted,94,619,38,329.63,0.05,straight,straight,False,True
unassisted-1004,unassisted,95,619,38,333.15,0.06,straight,straight,False,True
unassisted-1004,unassisted,96,618,38,385.6,0.05,straight,straight,False,True
unassisted-1004,unassisted,97,617,38,277.02,0.03,straight,straight,False,True
unassisted-1004,unassisted,98,616,38,366.34,0.02,straight,straight,False,True
unassisted-1004,unassisted,99,622,38,352.07,0.57,straight,straight,False,True
unassisted-1004,unassisted,100,622,38,297.39,0.24,straight,straight,False,True
unassisted-1004,unassisted,101,623,38,314.8,0.09,straight,straight,False,True
unassisted-1004,unassisted,102,623,38,350.08,0.04,right,right,False,True
unassisted-1004,unassisted,103,622,38,350.96,0.09,straight,straight,False,True
unassisted-1004,unassisted,104,619,38,317.03,0.07,straight,straight,False,True
unassisted-1004,unassisted,105,618,38,336.42,0.04,straight,straight,False,True
unassisted-1004,unassisted,106,617,38,340.12,0.04,straight,straight,False,True
